timestamp,validator,slot
2022-09-28,coinbase,1136
2022-09-22,coinbase,1099
2022-10-15,coinbase,1097
2022-10-24,coinbase,1095
2022-09-16,coinbase,1094
2022-11-07,coinbase,1091
2022-09-27,coinbase,1089
2022-10-21,coinbase,1081
2022-10-19,coinbase,1074
2022-11-08,coinbase,1069
2022-10-02,coinbase,1064
2022-10-03,coinbase,1064
2022-09-29,coinbase,1063
2022-10-17,coinbase,1060
2022-10-06,coinbase,1060
2022-10-23,coinbase,1059
2022-09-26,coinbase,1056
2022-10-11,coinbase,1053
2022-11-20,coinbase,1053
2022-10-31,coinbase,1052
2022-09-21,coinbase,1052
2022-10-08,coinbase,1051
2022-09-17,coinbase,1050
2022-09-19,coinbase,1050
2022-10-22,coinbase,1047
2022-10-14,coinbase,1047
2022-10-25,coinbase,1047
2022-11-12,coinbase,1046
2022-10-12,coinbase,1045
2022-10-13,coinbase,1043
2022-10-04,coinbase,1042
2022-09-24,coinbase,1042
2022-09-18,coinbase,1037
2022-09-25,coinbase,1036
2022-11-15,coinbase,1034
2022-10-30,coinbase,1026
2022-11-10,coinbase,1025
2022-10-18,coinbase,1021
2022-10-28,coinbase,1019
2022-10-10,coinbase,1019
2022-10-16,coinbase,1018
2022-10-20,coinbase,1018
2022-12-12,coinbase,1017
2022-10-29,coinbase,1015
2022-11-18,coinbase,1013
2022-09-23,coinbase,1012
2022-10-26,coinbase,1010
2022-09-30,coinbase,1010
2022-11-11,coinbase,1009
2022-11-01,coinbase,1009
2022-10-07,coinbase,1009
2022-11-02,coinbase,1004
2022-10-05,coinbase,1001
2022-12-22,coinbase,1001
2022-09-20,coinbase,1001
2022-11-14,coinbase,1001
2022-11-04,coinbase,1000
2022-10-09,coinbase,999
2022-11-23,coinbase,997
2022-12-31,coinbase,995
2022-11-24,coinbase,993
2022-12-10,coinbase,992
2023-01-21,coinbase,992
2022-11-16,coinbase,991
2022-11-06,coinbase,990
2022-11-27,coinbase,990
2022-12-05,coinbase,986
2023-01-10,coinbase,985
2022-11-05,coinbase,985
2022-11-29,coinbase,984
2022-10-27,coinbase,983
2022-11-03,coinbase,981
2022-12-06,coinbase,980
2022-12-30,coinbase,980
2023-01-20,coinbase,979
2023-01-09,coinbase,978
2022-10-01,coinbase,976
2022-11-30,coinbase,976
2022-12-18,coinbase,976
2022-11-21,coinbase,975
2022-12-08,coinbase,973
2022-12-17,coinbase,972
2023-01-17,coinbase,971
2022-11-09,coinbase,968
2022-12-13,coinbase,967
2022-12-15,coinbase,966
2022-11-17,coinbase,965
2023-02-03,coinbase,964
2023-01-04,coinbase,964
2022-12-11,coinbase,964
2022-12-26,coinbase,963
2022-12-16,coinbase,961
2022-12-07,coinbase,960
2022-12-09,coinbase,960
2022-12-02,coinbase,959
2023-01-22,coinbase,959
2022-12-19,coinbase,957
2023-02-13,coinbase,955
2023-02-18,coinbase,954
2022-12-27,coinbase,954
2022-11-26,coinbase,954
2023-01-01,coinbase,953
2023-02-28,coinbase,950
2023-01-08,coinbase,949
2022-12-24,coinbase,949
2022-11-28,coinbase,948
2022-12-01,coinbase,946
2023-01-23,coinbase,944
2023-01-13,coinbase,944
2023-02-20,coinbase,942
2022-12-23,coinbase,941
2022-12-03,coinbase,941
2023-01-28,coinbase,941
2022-12-28,coinbase,940
2022-12-25,coinbase,939
2022-12-29,coinbase,938
2023-01-07,coinbase,938
2023-02-01,coinbase,937
2022-11-19,coinbase,936
2023-01-02,coinbase,935
2022-12-14,coinbase,935
2023-01-15,coinbase,934
2023-02-19,coinbase,932
2023-01-12,coinbase,929
2023-02-05,coinbase,928
2023-02-02,coinbase,927
2022-12-04,coinbase,925
2023-01-18,coinbase,924
2023-01-26,coinbase,923
2022-11-25,coinbase,922
2022-11-22,coinbase,920
2023-01-11,coinbase,920
2023-02-08,coinbase,920
2023-02-04,coinbase,919
2023-01-03,coinbase,918
2023-01-05,coinbase,916
2023-02-14,coinbase,914
2022-12-21,coinbase,912
2023-02-12,coinbase,911
2023-01-27,coinbase,911
2023-02-09,coinbase,910
2023-01-06,coinbase,910
2022-12-20,coinbase,910
2022-11-13,coinbase,909
2023-01-16,coinbase,909
2023-01-31,coinbase,909
2023-02-27,coinbase,906
2023-03-05,coinbase,905
2023-02-26,coinbase,905
2023-01-25,coinbase,904
2023-01-14,coinbase,899
2023-02-24,coinbase,898
2023-01-24,coinbase,894
2023-02-25,coinbase,894
2023-02-10,coinbase,892
2023-01-19,coinbase,889
2023-02-17,coinbase,889
2023-02-21,coinbase,889
2023-01-30,coinbase,887
2023-03-04,coinbase,884
2023-02-15,coinbase,883
2023-01-29,coinbase,883
2023-04-05,coinbase,882
2023-03-29,coinbase,879
2023-02-11,coinbase,877
2023-02-22,coinbase,873
2023-02-16,coinbase,872
2023-03-10,coinbase,871
2023-02-06,coinbase,869
2023-03-02,coinbase,869
2023-03-08,coinbase,868
2023-02-23,coinbase,867
2023-03-21,coinbase,866
2023-03-15,coinbase,862
2023-03-25,coinbase,862
2023-03-06,coinbase,861
2023-02-07,coinbase,860
2023-04-21,coinbase,860
2023-03-14,coinbase,856
2023-03-19,coinbase,856
2023-04-20,coinbase,852
2023-03-30,coinbase,850
2023-04-18,coinbase,849
2023-03-13,coinbase,847
2023-03-01,coinbase,846
2023-03-26,coinbase,845
2023-03-11,coinbase,844
2023-04-01,coinbase,842
2023-03-20,coinbase,839
2023-04-11,coinbase,837
2023-03-22,coinbase,837
2023-03-09,coinbase,837
2023-04-17,coinbase,836
2023-04-07,coinbase,835
2023-03-03,coinbase,834
2023-03-18,coinbase,830
2023-03-12,coinbase,830
2023-03-31,coinbase,829
2023-04-26,coinbase,826
2023-03-16,coinbase,826
2023-03-07,coinbase,826
2023-03-23,coinbase,825
2023-04-23,coinbase,824
2023-04-02,coinbase,820
2023-03-17,coinbase,813
2023-04-03,coinbase,811
2023-04-04,coinbase,810
2023-04-19,coinbase,810
2023-04-06,coinbase,809
2023-03-24,coinbase,808
2023-04-24,coinbase,805
2023-04-14,coinbase,802
2023-05-01,coinbase,801
2023-04-27,coinbase,800
2023-05-10,coinbase,794
2023-04-12,coinbase,794
2023-03-28,coinbase,793
2023-03-27,coinbase,792
2023-04-10,coinbase,792
2023-04-09,coinbase,790
2023-04-15,coinbase,788
2023-04-16,coinbase,787
2023-05-07,coinbase,786
2023-05-05,coinbase,781
2023-04-22,coinbase,781
2023-04-08,coinbase,779
2023-04-28,coinbase,774
2023-05-03,coinbase,768
2023-05-04,coinbase,767
2022-09-15,coinbase,767
2023-04-29,coinbase,765
2023-04-25,coinbase,765
2023-04-30,coinbase,765
2023-05-19,coinbase,757
2023-05-09,coinbase,750
2023-05-06,coinbase,748
2023-05-02,coinbase,745
2023-05-18,coinbase,741
2023-05-08,coinbase,738
2023-05-14,coinbase,736
2023-05-17,coinbase,733
2023-05-22,coinbase,725
2023-05-23,coinbase,706
2023-05-24,coinbase,699
2023-05-16,coinbase,699
2023-06-02,coinbase,697
2023-05-11,coinbase,691
2023-05-15,coinbase,683
2023-05-21,coinbase,682
2023-05-12,coinbase,681
2023-05-27,coinbase,676
2023-05-31,coinbase,674
2023-04-13,coinbase,672
2023-05-30,coinbase,671
2023-05-13,coinbase,667
2023-05-20,coinbase,663
2023-05-26,coinbase,662
2023-06-06,coinbase,653
2022-10-30,kraken,651
2023-05-25,coinbase,650
2023-06-04,coinbase,646
2023-06-01,coinbase,641
2022-10-22,kraken,634
2023-06-05,coinbase,633
2023-05-29,coinbase,630
2023-06-03,coinbase,630
2022-09-20,kraken,628
2022-09-29,kraken,624
2022-10-09,kraken,622
2022-10-06,kraken,621
2022-10-10,kraken,618
2022-10-13,kraken,616
2022-10-01,kraken,614
2022-10-12,kraken,613
2022-09-16,kraken,610
2022-10-07,kraken,608
2022-09-25,kraken,604
2023-06-17,coinbase,604
2022-10-27,kraken,603
2022-09-30,kraken,603
2023-06-08,coinbase,603
2022-11-06,kraken,602
2023-05-28,coinbase,602
2022-10-26,kraken,601
2022-09-27,kraken,601
2023-06-10,coinbase,601
2022-11-25,kraken,600
2022-09-21,kraken,600
2022-11-19,kraken,598
2022-10-03,kraken,598
2022-10-11,kraken,598
2022-10-18,kraken,598
2022-09-24,kraken,596
2022-09-19,kraken,595
2023-06-09,coinbase,594
2022-10-14,kraken,593
2022-10-16,kraken,592
2022-11-22,kraken,592
2022-10-20,kraken,591
2022-11-13,kraken,590
2022-10-05,kraken,590
2023-06-16,coinbase,590
2022-09-17,kraken,589
2022-10-21,kraken,589
2022-10-29,kraken,589
2022-11-02,kraken,588
2022-12-12,kraken,588
2023-01-07,kraken,588
2023-06-11,coinbase,588
2023-06-19,coinbase,588
2022-10-23,kraken,587
2023-01-06,kraken,587
2022-12-25,kraken,586
2022-09-23,kraken,586
2023-01-12,kraken,585
2022-10-15,kraken,584
2022-10-19,kraken,583
2022-12-03,kraken,583
2022-09-22,kraken,583
2022-10-17,kraken,582
2023-06-07,coinbase,582
2022-11-11,kraken,581
2022-10-25,kraken,580
2022-10-24,kraken,579
2022-10-08,kraken,577
2023-06-22,coinbase,577
2022-12-02,kraken,576
2022-10-04,kraken,576
2022-11-26,kraken,575
2022-11-04,kraken,575
2022-12-22,kraken,575
2023-06-18,coinbase,575
2022-11-03,kraken,574
2023-01-18,kraken,574
2022-10-02,kraken,573
2023-06-29,coinbase,573
2022-12-31,kraken,572
2022-11-01,kraken,572
2022-10-28,kraken,572
2022-10-31,kraken,571
2023-01-28,kraken,571
2023-02-15,kraken,571
2022-12-11,kraken,570
2022-11-05,kraken,570
2023-06-15,coinbase,570
2023-03-24,kraken,569
2022-12-30,kraken,568
2022-11-08,kraken,568
2023-06-12,coinbase,568
2022-11-18,kraken,567
2023-01-20,kraken,566
2023-01-02,kraken,566
2023-06-14,coinbase,566
2022-11-15,kraken,565
2022-09-28,kraken,565
2022-11-10,kraken,565
2022-12-17,kraken,565
2023-06-13,coinbase,565
2023-02-16,kraken,564
2023-02-10,kraken,564
2022-09-18,kraken,562
2023-09-16,stakefish,562
2023-01-03,kraken,561
2023-02-23,kraken,561
2022-11-07,kraken,560
2023-06-30,coinbase,560
2022-12-24,kraken,559
2022-12-04,kraken,558
2022-11-09,kraken,558
2023-01-04,kraken,558
2023-02-06,kraken,557
2022-12-28,kraken,557
2022-12-15,kraken,557
2023-01-08,kraken,557
2023-06-21,coinbase,557
2023-01-10,kraken,556
2023-02-14,kraken,556
2022-11-23,kraken,556
2023-01-30,kraken,555
2023-06-27,coinbase,555
2023-07-11,stakefish,555
2022-12-27,kraken,554
2022-11-27,kraken,554
2023-02-28,kraken,554
2022-12-05,kraken,554
2023-01-24,kraken,554
2022-11-29,kraken,553
2023-01-15,kraken,553
2022-11-24,kraken,552
2023-06-28,coinbase,552
2023-09-18,stakefish,552
2022-12-07,kraken,551
2023-01-21,kraken,551
2023-06-24,coinbase,551
2022-11-28,kraken,550
2022-12-08,kraken,550
2022-12-13,kraken,549
2023-01-09,kraken,548
2023-08-20,stakefish,548
2023-01-23,kraken,547
2023-02-02,kraken,547
2023-06-26,coinbase,547
2023-09-13,stakefish,547
2023-02-12,kraken,546
2022-11-12,kraken,546
2023-09-12,stakefish,546
2023-01-31,kraken,545
2022-12-23,kraken,545
2023-01-17,kraken,545
2023-09-19,stakefish,545
2022-12-14,kraken,544
2022-11-21,kraken,544
2022-11-17,kraken,543
2023-01-05,kraken,543
2023-02-26,kraken,543
2023-03-10,kraken,543
2023-01-19,kraken,543
2022-12-29,kraken,543
2022-11-16,kraken,543
2022-09-26,kraken,542
2023-03-03,kraken,542
2022-12-18,kraken,542
2023-06-23,stakefish,541
2023-04-03,kraken,540
2023-06-25,coinbase,540
2023-07-04,stakefish,540
2023-03-21,kraken,539
2023-03-01,kraken,539
2023-02-22,kraken,539
2022-12-16,kraken,538
2023-01-25,kraken,538
2022-11-14,kraken,537
2022-12-01,kraken,536
2023-01-16,kraken,535
2023-01-01,kraken,535
2023-01-27,kraken,535
2023-01-14,kraken,535
2022-12-21,kraken,534
2023-02-13,kraken,534
2023-01-26,kraken,534
2022-12-26,kraken,534
2023-07-03,coinbase,534
2022-12-10,kraken,533
2023-07-08,coinbase,533
2023-02-25,kraken,532
2023-03-15,kraken,531
2023-03-11,kraken,531
2023-02-03,kraken,531
2023-06-23,coinbase,531
2023-07-09,stakefish,531
2023-07-16,coinbase,530
2023-02-09,kraken,529
2023-04-12,kraken,529
2022-11-20,kraken,529
2023-03-02,kraken,529
2023-02-04,kraken,529
2023-02-05,kraken,529
2023-02-11,kraken,529
2023-07-04,coinbase,528
2023-07-14,coinbase,528
2023-07-02,stakefish,528
2023-09-20,stakefish,528
2022-11-30,kraken,527
2022-12-09,kraken,527
2023-09-15,stakefish,527
2023-03-28,kraken,526
2023-06-26,stakefish,526
2022-12-06,kraken,523
2022-12-20,kraken,522
2023-06-20,coinbase,521
2023-02-07,kraken,520
2023-07-03,stakefish,520
2023-02-21,kraken,519
2023-03-09,kraken,519
2023-04-08,kraken,519
2023-02-01,kraken,519
2023-07-01,coinbase,518
2023-08-21,stakefish,518
2023-07-11,coinbase,515
2023-07-16,stakefish,515
2023-06-30,stakefish,514
2023-01-13,kraken,513
2023-07-31,stakefish,513
2022-12-19,kraken,512
2023-01-11,kraken,512
2023-02-27,kraken,512
2023-02-20,kraken,512
2023-07-12,stakefish,512
2023-04-02,kraken,511
2023-07-18,stakefish,511
2023-02-08,kraken,510
2023-03-17,kraken,510
2023-03-30,kraken,510
2023-07-07,coinbase,510
2023-07-01,stakefish,510
2023-08-14,stakefish,510
2023-08-22,stakefish,510
2023-03-14,kraken,509
2023-07-07,stakefish,509
2023-09-17,stakefish,509
2023-07-10,stakefish,509
2023-09-02,stakefish,508
2023-09-14,stakefish,508
2023-07-19,stakefish,508
2023-07-17,stakefish,508
2023-07-13,coinbase,507
2023-07-09,coinbase,507
2023-07-02,coinbase,507
2023-08-30,stakefish,507
2023-08-13,stakefish,507
2023-08-27,stakefish,506
2023-07-22,stakefish,506
2023-02-19,kraken,504
2023-02-17,kraken,504
2023-07-18,coinbase,504
2023-07-23,coinbase,504
2023-07-05,stakefish,504
2023-07-08,stakefish,504
2023-04-09,kraken,503
2022-11-15,binance,503
2023-07-24,stakefish,503
2023-08-04,stakefish,503
2023-09-10,stakefish,503
2023-04-05,kraken,502
2023-03-08,kraken,502
2023-07-14,stakefish,502
2023-09-05,stakefish,501
2023-06-21,stakefish,501
2023-03-27,kraken,500
2023-01-29,kraken,500
2023-03-16,kraken,500
2023-02-24,kraken,500
2023-08-19,stakefish,500
2023-08-17,stakefish,500
2023-08-12,stakefish,500
2023-08-11,stakefish,500
2023-03-20,kraken,499
2023-03-29,kraken,499
2023-07-05,coinbase,499
2023-08-28,stakefish,499
2023-02-18,kraken,498
2022-10-26,binance,498
2023-08-09,stakefish,498
2023-07-06,stakefish,498
2023-08-25,stakefish,498
2023-04-11,kraken,497
2023-03-05,kraken,497
2023-03-12,kraken,497
2023-03-04,kraken,496
2023-04-01,kraken,496
2023-09-06,stakefish,496
2023-09-08,stakefish,496
2023-07-28,stakefish,495
2023-07-23,stakefish,495
2023-03-26,kraken,494
2023-03-25,kraken,493
2023-01-22,kraken,493
2022-09-29,binance,493
2023-06-20,stakefish,493
2023-03-22,kraken,492
2023-06-25,stakefish,492
2023-09-11,stakefish,492
2023-07-20,stakefish,491
2023-09-01,stakefish,491
2023-08-02,coinbase,490
2023-08-31,stakefish,490
2023-08-10,stakefish,490
2022-11-01,binance,489
2022-11-28,binance,489
2023-06-29,stakefish,489
2023-06-24,stakefish,489
2023-07-21,stakefish,489
2023-03-13,kraken,488
2023-03-19,kraken,488
2023-07-06,coinbase,488
2023-09-09,stakefish,488
2023-08-16,stakefish,488
2023-07-27,coinbase,487
2023-08-10,coinbase,487
2023-07-20,coinbase,486
2023-07-26,stakefish,486
2023-03-18,kraken,485
2022-10-10,binance,485
2023-09-07,stakefish,485
2023-03-07,kraken,484
2023-07-28,coinbase,484
2023-07-13,stakefish,483
2023-08-08,stakefish,483
2023-09-04,stakefish,483
2023-06-27,stakefish,483
2023-03-31,kraken,482
2022-09-17,binance,482
2022-10-20,binance,481
2023-08-26,stakefish,481
2022-10-12,binance,480
2023-01-06,binance,480
2023-07-25,coinbase,480
2023-08-05,coinbase,480
2022-10-05,binance,479
2022-09-18,binance,479
2023-07-19,coinbase,478
2023-08-15,stakefish,478
2022-12-17,binance,477
2022-11-09,binance,477
2023-01-16,binance,476
2022-10-04,binance,476
2023-03-06,kraken,475
2022-09-22,binance,475
2023-07-10,coinbase,475
2023-08-01,coinbase,475
2023-08-18,stakefish,475
2022-11-17,binance,474
2022-10-16,binance,474
2022-10-14,binance,474
2022-09-30,binance,474
2023-01-17,binance,474
2023-08-02,stakefish,474
2023-07-15,stakefish,474
2023-01-05,binance,473
2023-07-26,coinbase,473
2023-06-19,stakefish,473
2023-07-30,stakefish,473
2023-04-10,kraken,472
2023-03-23,kraken,472
2023-04-04,kraken,472
2023-01-02,binance,472
2022-09-16,binance,472
2022-10-18,binance,472
2023-07-27,stakefish,472
2022-10-21,binance,471
2022-11-10,binance,470
2023-01-01,binance,470
2022-10-19,binance,470
2023-06-18,stakefish,470
2022-10-17,binance,469
2022-10-15,binance,469
2022-10-28,binance,469
2022-09-25,binance,469
2023-08-06,coinbase,469
2023-09-03,stakefish,469
2022-10-09,binance,468
2022-09-21,binance,467
2023-08-04,coinbase,467
2023-06-22,stakefish,467
2023-07-25,stakefish,467
2023-04-07,kraken,466
2022-12-28,binance,466
2022-12-29,binance,466
2022-10-23,binance,466
2023-06-16,stakefish,466
2023-08-05,stakefish,465
2023-06-15,stakefish,465
2023-08-01,stakefish,465
2023-02-11,binance,464
2023-07-15,coinbase,464
2022-12-23,binance,463
2023-07-29,coinbase,463
2023-06-28,stakefish,463
2023-08-07,stakefish,462
2023-08-29,stakefish,462
2023-04-06,kraken,461
2022-11-08,binance,460
2022-12-01,binance,460
2022-12-27,binance,460
2023-07-17,coinbase,460
2023-07-29,stakefish,460
2022-09-24,binance,459
2022-10-01,binance,459
2022-12-05,binance,457
2022-11-02,binance,457
2023-08-03,coinbase,456
2023-07-21,coinbase,456
2023-07-22,coinbase,456
2023-08-23,stakefish,456
2023-01-15,binance,455
2022-11-16,binance,455
2023-02-16,binance,455
2022-10-27,binance,455
2022-11-25,binance,455
2022-09-19,binance,454
2022-12-19,binance,454
2023-08-03,stakefish,453
2022-10-13,binance,452
2022-12-06,binance,452
2022-11-30,binance,452
2022-10-24,binance,451
2022-10-25,binance,451
2022-10-31,binance,451
2022-11-20,binance,451
2022-11-11,binance,451
2023-03-18,binance,451
2023-01-12,binance,451
2022-10-29,binance,450
2022-10-02,binance,450
2023-01-14,binance,450
2022-09-20,binance,450
2022-09-27,binance,450
2023-01-23,binance,450
2023-08-24,stakefish,450
2022-10-11,binance,449
2023-02-28,binance,449
2023-08-06,stakefish,449
2022-10-30,binance,448
2023-01-29,binance,448
2022-12-07,binance,448
2022-11-19,binance,448
2023-07-31,coinbase,448
2023-06-17,stakefish,448
2022-09-15,kraken,447
2023-07-27,binance,447
2023-01-20,binance,447
2023-01-22,binance,447
2023-08-09,coinbase,447
2022-11-05,binance,446
2023-02-13,binance,446
2023-01-13,binance,446
2022-10-07,binance,446
2023-07-30,coinbase,446
2022-11-24,binance,445
2022-10-22,binance,445
2022-12-09,binance,445
2022-12-03,binance,445
2022-11-29,binance,444
2022-09-28,binance,444
2023-01-30,binance,444
2023-08-14,coinbase,444
2022-11-13,binance,443
2023-01-19,binance,443
2022-12-25,binance,442
2023-01-10,binance,442
2022-11-14,binance,442
2022-10-03,binance,442
2022-11-06,binance,441
2022-12-08,binance,440
2023-01-11,binance,440
2023-03-08,binance,440
2023-07-24,coinbase,440
2022-10-06,binance,439
2023-01-07,binance,439
2023-01-08,binance,439
2022-12-02,binance,439
2022-10-08,binance,438
2022-11-21,binance,438
2022-12-24,binance,438
2022-11-26,binance,437
2023-02-23,binance,437
2023-03-11,binance,437
2023-02-06,binance,437
2022-11-27,binance,437
2023-08-29,coinbase,437
2022-12-14,binance,436
2023-02-08,binance,436
2023-03-01,binance,436
2023-02-21,binance,436
2023-08-31,coinbase,436
2022-12-22,binance,435
2022-12-21,binance,435
2023-07-12,coinbase,435
2023-06-14,stakefish,435
2023-04-16,kraken,434
2022-12-04,binance,434
2023-01-24,binance,434
2023-04-17,kraken,433
2023-03-14,binance,433
2022-12-31,binance,433
2023-06-09,binance,433
2023-04-01,binance,433
2023-08-24,coinbase,433
2023-03-06,binance,432
2023-03-25,binance,432
2023-02-05,binance,431
2023-02-24,binance,431
2023-01-21,binance,431
2022-11-18,binance,431
2023-02-25,binance,430
2023-02-10,binance,430
2022-09-23,binance,430
2022-11-04,binance,430
2023-01-18,binance,430
2023-08-07,coinbase,430
2023-03-05,binance,429
2023-02-22,binance,429
2023-02-14,binance,429
2023-04-14,kraken,428
2023-01-09,binance,428
2023-04-02,binance,428
2023-07-06,binance,428
2023-08-12,coinbase,428
2023-09-03,coinbase,428
2022-11-22,binance,427
2023-03-26,binance,427
2022-12-10,binance,427
2023-04-15,kraken,426
2023-03-19,binance,426
2022-12-20,binance,426
2023-02-20,binance,426
2023-08-26,coinbase,426
2022-11-12,binance,425
2023-08-08,coinbase,425
2023-06-21,binance,424
2023-02-04,binance,424
2022-11-07,binance,424
2023-04-10,binance,424
2022-12-15,binance,424
2023-08-15,coinbase,424
2023-01-27,binance,423
2023-08-20,coinbase,423
2023-03-17,binance,422
2023-03-04,binance,422
2023-03-12,binance,422
2023-04-06,binance,422
2023-03-29,binance,422
2023-03-28,binance,422
2023-03-07,binance,422
2022-12-13,binance,422
2023-08-21,coinbase,422
2023-08-11,coinbase,422
2022-12-26,binance,421
2023-02-26,binance,421
2023-02-03,binance,420
2023-04-14,binance,420
2023-06-20,binance,420
2023-01-03,binance,420
2023-02-07,binance,419
2022-12-12,binance,419
2023-02-01,binance,419
2023-08-16,coinbase,419
2023-02-12,binance,418
2023-04-15,binance,418
2023-01-04,binance,418
2023-06-12,stakefish,418
2023-03-03,binance,417
2022-12-11,binance,417
2023-02-15,binance,416
2023-03-23,binance,416
2023-05-28,binance,416
2023-01-28,binance,416
2023-04-05,binance,416
2023-09-04,coinbase,416
2023-04-13,kraken,415
2022-12-30,binance,415
2023-07-28,binance,415
2023-09-08,coinbase,414
2023-06-25,binance,413
2023-03-15,binance,413
2023-08-18,coinbase,413
2022-11-23,binance,412
2022-12-18,binance,412
2023-08-27,coinbase,412
2023-01-31,binance,411
2023-08-17,coinbase,411
2023-01-25,binance,410
2023-06-30,binance,410
2023-02-17,binance,410
2022-11-03,binance,409
2023-07-04,binance,409
2023-02-19,binance,409
2023-02-18,binance,409
2023-02-27,binance,409
2023-08-13,coinbase,409
2023-03-22,binance,408
2023-03-21,binance,408
2023-06-18,binance,408
2022-09-26,binance,408
2023-03-13,binance,408
2023-06-03,binance,407
2022-12-16,binance,407
2023-06-09,stakefish,407
2023-02-09,binance,406
2023-06-27,binance,405
2023-07-01,binance,405
2023-02-02,binance,405
2023-08-28,coinbase,405
2023-06-10,stakefish,405
2023-06-13,stakefish,405
2023-04-12,binance,402
2023-04-19,binance,402
2023-08-23,coinbase,402
2023-07-12,binance,401
2023-03-20,binance,401
2023-08-19,coinbase,401
2023-06-11,stakefish,401
2023-07-18,binance,400
2023-07-19,binance,400
2023-08-10,binance,400
2023-04-17,binance,399
2023-06-26,binance,399
2023-08-15,binance,398
2023-06-11,binance,398
2023-04-22,binance,398
2023-04-16,binance,398
2023-09-01,coinbase,398
2023-06-04,binance,397
2023-04-04,binance,397
2023-07-09,binance,396
2023-06-07,binance,396
2023-08-16,binance,396
2023-07-17,binance,396
2023-06-22,binance,396
2023-06-23,binance,395
2023-08-25,coinbase,395
2023-06-08,binance,394
2023-06-14,binance,394
2023-07-10,binance,394
2023-04-18,kraken,393
2023-06-19,binance,393
2023-07-14,binance,393
2023-04-03,binance,392
2023-09-11,coinbase,392
2023-09-14,coinbase,392
2023-07-15,binance,391
2023-03-09,binance,391
2023-08-02,binance,391
2023-09-13,coinbase,391
2023-09-05,coinbase,391
2023-03-31,binance,390
2023-04-08,binance,390
2023-06-12,binance,390
2023-06-15,binance,389
2023-01-26,binance,389
2023-07-11,binance,389
2023-09-07,coinbase,389
2023-04-20,binance,388
2023-03-16,binance,387
2023-06-13,binance,387
2023-06-10,binance,387
2023-08-03,binance,387
2023-03-10,binance,387
2023-07-22,binance,386
2023-07-05,binance,386
2023-06-17,binance,386
2023-04-18,binance,385
2023-08-06,binance,385
2023-04-24,binance,385
2023-08-01,binance,385
2023-07-07,binance,385
2023-04-21,binance,385
2023-07-29,binance,384
2023-04-25,binance,384
2023-08-07,binance,384
2023-09-15,coinbase,384
2023-06-06,binance,383
2023-03-30,binance,382
2023-06-05,binance,382
2023-07-13,binance,382
2023-05-08,stakefish,382
2023-07-16,binance,381
2023-04-23,binance,381
2023-08-05,binance,381
2023-08-30,binance,381
2023-03-27,binance,381
2023-07-30,binance,380
2023-09-17,coinbase,380
2023-07-20,binance,379
2023-08-22,coinbase,379
2023-04-07,binance,378
2023-08-04,binance,377
2023-04-13,binance,377
2023-07-03,binance,377
2023-07-21,binance,376
2023-06-29,binance,376
2023-09-10,coinbase,376
2023-06-24,binance,375
2023-09-09,coinbase,375
2023-05-15,stakefish,375
2023-07-08,binance,374
2023-08-27,binance,374
2023-05-26,stakefish,374
2023-07-02,binance,373
2023-05-26,binance,373
2023-04-19,kraken,371
2023-06-02,binance,371
2023-08-12,binance,371
2023-06-28,binance,371
2023-09-06,coinbase,371
2023-03-02,binance,370
2023-08-26,binance,370
2023-09-12,coinbase,370
2023-09-02,coinbase,370
2023-06-01,binance,368
2023-04-09,binance,368
2023-08-30,coinbase,368
2023-08-24,binance,367
2023-05-31,stakefish,367
2023-07-31,binance,366
2023-09-16,coinbase,366
2023-05-31,binance,365
2023-07-26,binance,365
2023-06-08,stakefish,365
2023-07-23,binance,364
2023-06-07,stakefish,364
2023-05-06,stakefish,364
2023-03-24,binance,363
2023-08-19,binance,363
2023-04-11,binance,363
2023-09-05,binance,363
2023-06-01,stakefish,363
2023-06-05,stakefish,362
2022-12-23,stakefish,362
2023-05-30,binance,361
2023-05-25,binance,361
2023-05-29,binance,359
2023-09-20,coinbase,359
2023-09-18,coinbase,359
2023-05-11,stakefish,359
2023-05-16,stakefish,359
2023-05-13,stakefish,358
2023-08-09,binance,356
2023-06-03,stakefish,356
2023-02-20,stakefish,355
2023-06-04,stakefish,355
2023-05-24,binance,354
2023-08-11,binance,354
2023-08-21,binance,354
2023-05-23,binance,353
2023-09-19,coinbase,353
2023-06-16,binance,352
2023-05-03,binance,351
2022-09-15,binance,351
2023-08-20,binance,351
2022-12-28,stakefish,351
2023-08-18,binance,350
2023-05-28,stakefish,350
2023-06-02,stakefish,348
2023-05-30,stakefish,348
2023-08-17,binance,347
2023-08-28,binance,347
2023-08-14,binance,347
2023-08-25,binance,347
2022-12-09,stakefish,347
2022-11-15,stakefish,347
2023-05-17,stakefish,347
2023-06-06,stakefish,347
2023-04-28,binance,346
2023-05-22,stakefish,346
2023-09-06,binance,345
2023-05-24,stakefish,345
2022-12-27,stakefish,345
2022-12-26,stakefish,344
2023-03-07,stakefish,343
2022-12-19,stakefish,343
2022-11-30,stakefish,343
2023-04-27,binance,342
2023-08-13,binance,342
2023-05-22,binance,342
2023-04-29,stakefish,342
2023-05-21,stakefish,342
2023-05-20,stakefish,342
2023-08-23,binance,341
2022-11-16,stakefish,341
2023-05-25,stakefish,340
2023-01-12,stakefish,340
2023-04-20,kraken,339
2023-05-14,binance,338
2023-05-19,stakefish,338
2023-05-04,stakefish,337
2023-04-27,stakefish,337
