timestamp,relay,slot
2023-06-13,agnostic Gnosis,1541
2023-06-20,agnostic Gnosis,1540
2023-08-11,bloxroute (regulated),1539
2023-03-22,bloxroute (max profit),1538
2023-04-24,agnostic Gnosis,1537
2023-07-17,bloxroute (max profit),1532
2023-09-06,bloxroute (regulated),1532
2023-02-28,bloxroute (max profit),1531
2023-09-01,bloxroute (regulated),1531
2023-03-20,bloxroute (max profit),1524
2023-06-23,bloxroute (max profit),1523
2023-08-23,bloxroute (regulated),1523
2023-07-20,bloxroute (max profit),1522
2023-08-24,bloxroute (regulated),1522
2023-03-30,flashbots,1519
2023-09-08,bloxroute (regulated),1518
2023-06-23,agnostic Gnosis,1514
2023-03-17,agnostic Gnosis,1513
2023-09-15,bloxroute (regulated),1512
2023-03-31,flashbots,1510
2023-08-26,bloxroute (regulated),1510
2023-08-22,bloxroute (regulated),1507
2023-08-30,bloxroute (regulated),1507
2023-04-01,agnostic Gnosis,1503
2023-07-03,bloxroute (max profit),1500
2023-04-11,Other/None,1499
2023-03-08,bloxroute (max profit),1498
2023-03-28,agnostic Gnosis,1498
2023-08-07,bloxroute (regulated),1497
2023-03-07,ultrasound,1493
2023-04-02,agnostic Gnosis,1485
2023-03-04,bloxroute (max profit),1484
2023-08-15,bloxroute (regulated),1477
2023-06-16,agnostic Gnosis,1475
2023-06-19,agnostic Gnosis,1475
2023-09-18,bloxroute (regulated),1475
2023-03-29,agnostic Gnosis,1474
2023-09-16,bloxroute (regulated),1473
2023-02-27,bloxroute (max profit),1471
2023-06-01,agnostic Gnosis,1471
2023-07-25,bloxroute (max profit),1471
2023-07-10,bloxroute (max profit),1469
2023-01-03,bloxroute (max profit),1467
2023-07-07,bloxroute (max profit),1466
2023-07-26,bloxroute (max profit),1466
2023-02-07,bloxroute (max profit),1463
2023-02-17,bloxroute (max profit),1463
2023-05-07,agnostic Gnosis,1463
2023-05-29,agnostic Gnosis,1463
2023-01-02,bloxroute (max profit),1462
2023-02-12,bloxroute (max profit),1461
2023-07-22,bloxroute (max profit),1460
2023-06-18,agnostic Gnosis,1459
2023-06-26,bloxroute (max profit),1459
2023-06-24,agnostic Gnosis,1455
2023-03-09,ultrasound,1454
2023-07-11,bloxroute (max profit),1454
2023-02-27,ultrasound,1452
2023-06-15,agnostic Gnosis,1448
2023-08-27,bloxroute (regulated),1447
2023-06-27,agnostic Gnosis,1446
2023-06-12,agnostic Gnosis,1442
2023-06-28,bloxroute (max profit),1442
2023-06-03,agnostic Gnosis,1441
2023-09-12,bloxroute (regulated),1441
2023-07-02,bloxroute (max profit),1437
2023-03-09,agnostic Gnosis,1436
2023-07-21,bloxroute (max profit),1435
2023-02-25,ultrasound,1432
2023-02-22,ultrasound,1431
2023-03-30,bloxroute (max profit),1431
2023-06-21,agnostic Gnosis,1431
2023-02-23,bloxroute (max profit),1430
2023-02-28,ultrasound,1429
2023-07-12,bloxroute (max profit),1428
2023-08-09,bloxroute (regulated),1428
2023-08-20,bloxroute (regulated),1428
2023-03-15,ultrasound,1426
2023-02-20,bloxroute (max profit),1425
2023-03-17,bloxroute (max profit),1425
2023-03-31,agnostic Gnosis,1422
2023-09-11,bloxroute (regulated),1420
2023-03-27,agnostic Gnosis,1419
2023-03-20,agnostic Gnosis,1417
2023-09-05,bloxroute (regulated),1411
2023-09-17,bloxroute (regulated),1411
2022-12-22,bloxroute (max profit),1410
2023-03-24,bloxroute (max profit),1410
2023-06-22,agnostic Gnosis,1408
2023-02-11,bloxroute (max profit),1407
2023-06-04,agnostic Gnosis,1406
2022-12-20,bloxroute (max profit),1404
2023-09-14,bloxroute (regulated),1404
2023-04-14,Other/None,1403
2023-03-30,agnostic Gnosis,1402
2023-07-08,bloxroute (max profit),1402
2023-07-01,bloxroute (max profit),1401
2022-09-20,flashbots,1400
2023-03-27,bloxroute (max profit),1400
2023-06-08,bloxroute (max profit),1399
2023-02-26,ultrasound,1395
2023-08-19,bloxroute (regulated),1395
2023-03-18,agnostic Gnosis,1389
2022-11-10,Other/None,1388
2023-02-16,bloxroute (max profit),1387
2023-03-24,agnostic Gnosis,1387
2022-11-29,bloxroute (max profit),1386
2023-06-05,agnostic Gnosis,1385
2023-03-22,agnostic Gnosis,1383
2023-03-23,bloxroute (max profit),1381
2023-08-08,bloxroute (regulated),1376
2023-09-13,bloxroute (regulated),1374
2023-02-18,bloxroute (max profit),1373
2023-07-09,bloxroute (max profit),1370
2023-03-21,agnostic Gnosis,1369
2023-09-02,bloxroute (regulated),1367
2023-03-31,bloxroute (max profit),1366
2023-08-26,blocknative,1366
2023-02-21,bloxroute (max profit),1365
2023-04-13,flashbots,1362
2023-02-06,bloxroute (max profit),1361
2023-07-16,bloxroute (max profit),1361
2023-09-03,bloxroute (regulated),1361
2023-02-26,bloxroute (max profit),1359
2023-03-08,ultrasound,1359
2023-06-26,agnostic Gnosis,1359
2023-08-27,blocknative,1357
2023-01-26,bloxroute (max profit),1356
2023-06-02,agnostic Gnosis,1356
2023-08-13,bloxroute (regulated),1356
2023-03-28,bloxroute (max profit),1352
2023-03-16,bloxroute (max profit),1349
2022-12-31,bloxroute (max profit),1348
2023-06-27,bloxroute (max profit),1345
2022-12-08,bloxroute (max profit),1339
2022-12-29,bloxroute (max profit),1337
2023-08-25,blocknative,1334
2023-01-01,bloxroute (max profit),1332
2023-06-06,agnostic Gnosis,1331
2023-03-02,ultrasound,1330
2023-02-03,bloxroute (max profit),1327
2023-06-25,agnostic Gnosis,1327
2023-03-02,bloxroute (max profit),1326
2023-03-23,agnostic Gnosis,1326
2022-12-21,bloxroute (max profit),1322
2022-12-30,bloxroute (max profit),1322
2023-07-27,bloxroute (max profit),1322
2022-12-09,bloxroute (max profit),1321
2023-03-07,bloxroute (max profit),1320
2023-06-20,bloxroute (max profit),1319
2023-07-18,bloxroute (max profit),1314
2023-09-02,blocknative,1313
2023-04-12,Other/None,1311
2023-09-09,bloxroute (regulated),1311
2023-08-30,blocknative,1309
2023-02-04,bloxroute (max profit),1307
2023-03-06,ultrasound,1307
2023-04-03,agnostic Gnosis,1300
2023-02-05,bloxroute (max profit),1299
2023-03-03,ultrasound,1299
2023-02-24,ultrasound,1295
2023-03-15,bloxroute (max profit),1294
2023-07-15,bloxroute (max profit),1292
2023-07-21,blocknative,1290
2023-08-04,bloxroute (regulated),1288
2023-07-24,bloxroute (max profit),1282
2023-08-24,blocknative,1282
2023-08-23,blocknative,1280
2023-07-20,blocknative,1279
2023-06-21,bloxroute (max profit),1278
2023-02-23,ultrasound,1277
2023-03-07,agnostic Gnosis,1274
2023-03-14,bloxroute (max profit),1274
2023-02-25,bloxroute (max profit),1272
2023-06-22,bloxroute (max profit),1272
2023-09-10,bloxroute (regulated),1270
2023-02-21,ultrasound,1265
2023-06-10,bloxroute (max profit),1265
2023-08-31,blocknative,1265
2023-03-01,ultrasound,1262
2023-08-29,blocknative,1259
2023-03-29,bloxroute (max profit),1258
2023-09-03,blocknative,1258
2023-03-04,agnostic Gnosis,1255
2023-09-01,blocknative,1253
2022-12-05,bloxroute (max profit),1248
2023-08-06,bloxroute (regulated),1248
2023-06-08,agnostic Gnosis,1247
2023-06-10,agnostic Gnosis,1246
2023-03-03,bloxroute (max profit),1244
2023-08-01,bloxroute (regulated),1244
2023-08-03,bloxroute (regulated),1242
2023-04-15,Other/None,1239
2023-06-11,agnostic Gnosis,1238
2022-12-03,bloxroute (max profit),1237
2023-02-22,bloxroute (max profit),1234
2023-09-16,blocknative,1234
2022-11-30,bloxroute (max profit),1232
2022-12-07,bloxroute (max profit),1232
2023-03-03,agnostic Gnosis,1232
2022-12-24,bloxroute (max profit),1231
2023-07-24,blocknative,1227
2023-07-23,bloxroute (max profit),1226
2023-06-07,bloxroute (max profit),1224
2023-07-23,blocknative,1223
2023-03-09,bloxroute (max profit),1222
2023-06-15,bloxroute (max profit),1221
2022-09-18,flashbots,1220
2023-05-12,Other/None,1218
2023-07-22,blocknative,1218
2023-02-20,ultrasound,1213
2023-03-25,bloxroute (max profit),1213
2023-08-18,blocknative,1209
2022-09-19,flashbots,1207
2022-12-04,bloxroute (max profit),1206
2023-09-15,blocknative,1206
2023-03-05,agnostic Gnosis,1204
2023-02-19,bloxroute (max profit),1203
2022-12-25,bloxroute (max profit),1198
2023-03-04,ultrasound,1197
2023-04-13,agnostic Gnosis,1197
2023-02-01,bloxroute (max profit),1193
2023-03-08,agnostic Gnosis,1193
2023-03-14,Other/None,1191
2023-02-15,ultrasound,1188
2023-08-05,bloxroute (regulated),1185
2023-06-09,agnostic Gnosis,1183
2022-12-27,bloxroute (max profit),1182
2023-02-19,ultrasound,1179
2023-02-16,ultrasound,1178
2022-12-28,bloxroute (max profit),1177
2023-04-09,Other/None,1176
2023-06-11,bloxroute (max profit),1173
2023-06-09,bloxroute (max profit),1172
2023-03-02,agnostic Gnosis,1170
2023-03-05,ultrasound,1169
2023-04-03,bloxroute (max profit),1168
2023-04-05,Other/None,1168
2023-02-18,ultrasound,1167
2023-01-04,bloxroute (max profit),1163
2023-06-07,agnostic Gnosis,1163
2022-11-23,bloxroute (max profit),1161
2022-12-23,bloxroute (max profit),1161
2022-11-22,bloxroute (max profit),1160
2023-03-26,bloxroute (max profit),1155
2023-04-04,Other/None,1154
2023-02-17,ultrasound,1153
2023-04-16,Other/None,1153
2022-11-09,bloxroute (max profit),1152
2022-12-12,bloxroute (max profit),1150
2023-03-06,agnostic Gnosis,1145
2022-09-17,flashbots,1144
2023-08-16,blocknative,1144
2023-09-14,blocknative,1141
2023-09-17,blocknative,1140
2023-06-05,bloxroute (max profit),1139
2023-06-14,bloxroute (max profit),1138
2023-04-07,Other/None,1137
2023-09-10,blocknative,1137
2023-08-28,blocknative,1132
2023-06-16,bloxroute (max profit),1130
2023-01-31,bloxroute (max profit),1128
2023-04-03,Other/None,1128
2023-04-10,Other/None,1128
2023-08-12,blocknative,1127
2023-09-08,blocknative,1127
2022-12-01,bloxroute (max profit),1126
2023-04-06,Other/None,1125
2023-08-19,blocknative,1124
2023-02-14,ultrasound,1122
2023-06-12,bloxroute (max profit),1122
2023-09-09,blocknative,1122
2022-09-16,flashbots,1121
2023-02-11,ultrasound,1121
2023-04-20,Other/None,1121
2023-09-04,blocknative,1121
2022-11-25,bloxroute (max profit),1117
2022-12-06,bloxroute (max profit),1114
2023-04-01,Other/None,1112
2022-12-10,bloxroute (max profit),1107
2022-11-28,bloxroute (max profit),1106
2023-04-02,Other/None,1106
2023-04-19,Other/None,1106
2023-08-10,blocknative,1106
2023-08-15,blocknative,1103
2023-09-18,blocknative,1103
2023-04-08,Other/None,1100
2022-12-16,bloxroute (max profit),1098
2023-09-07,blocknative,1095
2022-12-02,bloxroute (max profit),1093
2023-01-10,bloxroute (max profit),1092
2022-12-26,bloxroute (max profit),1090
2023-08-14,blocknative,1088
2022-11-17,bloxroute (max profit),1085
2023-08-11,blocknative,1085
2023-02-13,ultrasound,1079
2023-06-17,bloxroute (max profit),1079
2022-11-26,bloxroute (max profit),1071
2023-06-06,bloxroute (max profit),1071
2023-03-13,bloxroute (max profit),1069
2023-07-31,bloxroute (regulated),1069
2023-02-02,bloxroute (max profit),1068
2023-08-22,blocknative,1068
2023-02-12,ultrasound,1066
2023-04-18,Other/None,1064
2023-01-05,bloxroute (max profit),1061
2023-01-11,bloxroute (max profit),1061
2023-08-13,blocknative,1059
2023-09-12,blocknative,1059
2023-07-17,blocknative,1058
2023-06-19,bloxroute (max profit),1053
2023-05-11,bloxroute (max profit),1052
2023-03-19,Other/None,1050
2023-08-01,blocknative,1046
2023-03-01,agnostic Gnosis,1044
2022-12-15,bloxroute (max profit),1041
2023-05-02,Other/None,1038
2023-06-02,bloxroute (max profit),1037
2023-01-19,bloxroute (max profit),1036
2023-07-26,blocknative,1032
2022-11-08,bloxroute (max profit),1031
2023-04-17,Other/None,1031
2023-01-15,bloxroute (max profit),1030
2023-09-05,blocknative,1029
2023-08-05,blocknative,1027
2022-12-11,bloxroute (max profit),1022
2023-02-25,Other/None,1022
2023-08-04,blocknative,1021
2023-09-13,blocknative,1020
2023-05-21,Other/None,1017
2023-08-03,blocknative,1016
2023-05-01,Other/None,1014
2023-09-06,blocknative,1014
2023-01-18,bloxroute (max profit),1012
2023-07-29,blocknative,1007
2023-05-04,Other/None,1005
2023-05-20,Other/None,1004
2023-08-02,blocknative,1004
2023-08-17,blocknative,1004
2023-08-06,blocknative,1002
2022-12-19,bloxroute (max profit),1000
2023-07-15,blocknative,1000
2023-03-14,agnostic Gnosis,999
2023-05-14,Other/None,998
2022-12-13,bloxroute (max profit),997
2023-07-29,bloxroute (regulated),996
2023-01-06,bloxroute (max profit),994
2023-02-24,Other/None,994
2023-05-19,Other/None,994
2023-08-07,blocknative,994
2023-08-20,blocknative,994
2023-05-03,Other/None,993
2023-07-25,blocknative,992
2023-07-31,blocknative,991
2023-07-27,blocknative,988
2023-09-11,blocknative,985
2022-12-10,Other/None,984
2023-02-23,Other/None,983
2023-03-30,Other/None,981
2023-07-19,blocknative,980
2022-12-11,Other/None,977
2023-06-18,bloxroute (max profit),977
2022-12-07,Other/None,975
2023-01-30,bloxroute (max profit),975
2023-06-04,bloxroute (max profit),970
2023-08-02,bloxroute (regulated),969
2023-01-17,bloxroute (max profit),967
2023-05-15,Other/None,965
2023-01-09,bloxroute (max profit),964
2023-08-21,blocknative,964
2023-03-02,Other/None,963
2023-08-09,blocknative,962
2023-01-07,bloxroute (max profit),956
2022-12-14,bloxroute (max profit),955
2023-01-12,bloxroute (max profit),954
2023-03-31,Other/None,953
2023-07-16,blocknative,951
2022-11-21,bloxroute (max profit),950
2023-01-24,bloxroute (max profit),948
2023-07-30,blocknative,948
2022-11-27,bloxroute (max profit),947
2023-06-03,bloxroute (max profit),947
2022-12-08,Other/None,946
2023-03-01,Other/None,945
2023-01-13,bloxroute (max profit),944
2023-05-22,Other/None,944
2023-04-23,Other/None,943
2023-04-27,Other/None,943
2022-11-03,Other/None,942
2023-03-03,Other/None,939
2023-07-28,bloxroute (regulated),938
2022-11-12,Other/None,937
2022-11-05,Other/None,936
2023-07-18,blocknative,933
2023-04-25,Other/None,932
2022-12-12,Other/None,930
2023-05-17,Other/None,929
2022-11-04,Other/None,928
2023-05-14,bloxroute (max profit),928
2023-08-08,blocknative,927
2022-12-13,Other/None,924
2023-01-16,bloxroute (max profit),922
2023-02-26,Other/None,922
2023-02-22,Other/None,921
2023-05-05,Other/None,919
2023-05-08,Other/None,919
2022-12-09,blocknative,916
2023-04-22,Other/None,916
2022-11-07,Other/None,915
2022-11-13,Other/None,915
2022-11-18,bloxroute (max profit),915
2022-12-18,bloxroute (max profit),914
2023-05-13,bloxroute (max profit),913
2023-07-28,blocknative,913
2022-11-24,bloxroute (max profit),912
2023-03-29,Other/None,911
2023-07-30,bloxroute (regulated),910
2023-04-01,bloxroute (max profit),908
2022-12-09,Other/None,905
2022-12-14,Other/None,903
2023-05-06,Other/None,899
2022-11-16,bloxroute (max profit),896
2023-01-25,bloxroute (max profit),895
2023-04-24,Other/None,894
2023-04-26,Other/None,894
2023-02-28,Other/None,893
2023-04-02,bloxroute (max profit),893
2023-04-29,Other/None,892
2023-07-14,blocknative,891
2023-02-18,Other/None,889
2022-11-14,Other/None,888
2023-05-11,Other/None,888
2022-11-07,bloxroute (max profit),887
2023-01-08,bloxroute (max profit),887
2023-04-21,Other/None,882
2023-04-30,Other/None,882
2022-11-06,Other/None,881
2022-12-15,Other/None,881
2023-06-13,bloxroute (max profit),880
2023-05-07,Other/None,879
2023-05-13,Other/None,879
2023-03-04,Other/None,878
2023-03-10,bloxroute (max profit),875
2023-02-19,Other/None,869
2023-02-20,Other/None,868
2023-05-15,bloxroute (max profit),867
2022-11-16,Other/None,862
2023-02-27,Other/None,862
2023-04-29,bloxroute (max profit),861
2022-11-11,Other/None,859
2023-01-14,bloxroute (max profit),858
2023-03-07,Other/None,858
2022-11-08,Other/None,857
2022-11-15,bloxroute (max profit),856
2023-04-28,Other/None,855
2023-04-18,bloxroute (max profit),854
2023-05-18,Other/None,854
2022-11-12,bloxroute (max profit),851
2023-04-17,bloxroute (max profit),845
2022-11-14,bloxroute (max profit),841
2023-05-09,Other/None,837
2023-03-06,Other/None,836
2022-11-04,bloxroute (max profit),834
2023-01-27,bloxroute (max profit),833
2023-05-23,Other/None,833
2023-06-01,bloxroute (max profit),831
2022-11-09,Other/None,830
2023-01-12,Other/None,830
2023-04-04,bloxroute (max profit),828
2023-03-05,Other/None,827
2023-04-05,bloxroute (max profit),826
2023-07-09,blocknative,823
2023-05-10,Other/None,822
2023-04-16,bloxroute (max profit),820
2022-11-15,Other/None,819
2022-11-29,Other/None,818
2023-05-16,Other/None,818
2022-11-06,bloxroute (max profit),817
2022-11-25,Other/None,817
2023-01-28,bloxroute (max profit),816
2023-03-08,Other/None,814
2023-03-19,agnostic Gnosis,809
2023-06-06,Other/None,809
2023-03-28,Other/None,808
2022-11-24,Other/None,807
2023-02-21,Other/None,805
2023-04-15,bloxroute (max profit),805
2023-07-08,blocknative,803
2023-03-16,Other/None,800
2023-06-02,Other/None,800
2023-07-10,blocknative,799
2022-11-20,Other/None,797
2023-06-03,Other/None,797
2023-06-04,Other/None,797
2023-06-05,Other/None,797
2022-11-19,Other/None,794
2023-05-27,Other/None,794
2022-11-27,Other/None,792
2022-12-22,Other/None,791
2022-12-25,Other/None,791
2022-12-24,Other/None,790
2022-12-05,Other/None,789
2023-06-07,Other/None,789
2022-11-18,Other/None,788
2023-05-24,Other/None,787
2022-11-05,bloxroute (max profit),786
2022-12-03,Other/None,784
2022-12-06,Other/None,783
2023-03-15,Other/None,782
2022-11-19,bloxroute (max profit),781
2022-11-26,Other/None,781
2023-02-10,ultrasound,781
2023-05-25,Other/None,779
2022-12-11,blocknative,778
2023-01-29,bloxroute (max profit),776
2022-11-23,Other/None,774
2022-12-04,Other/None,774
2023-05-31,Other/None,773
2023-05-28,Other/None,772
2022-11-17,Other/None,770
2022-12-16,Other/None,766
2022-12-23,Other/None,766
2023-01-20,bloxroute (max profit),765
2022-11-03,bloxroute (max profit),764
2022-12-19,Other/None,764
2022-12-18,Other/None,763
2023-04-30,bloxroute (max profit),763
2022-11-11,bloxroute (max profit),762
2023-06-01,Other/None,762
2022-12-02,Other/None,761
2023-03-17,Other/None,761
2023-03-09,Other/None,760
2023-04-28,bloxroute (max profit),758
2023-03-10,Other/None,757
2022-12-17,bloxroute (max profit),755
2023-01-07,Other/None,750
2023-04-21,bloxroute (max profit),750
2023-01-10,Other/None,748
2023-02-14,Other/None,747
2023-05-31,bloxroute (max profit),747
2022-11-30,Other/None,745
2023-05-23,bloxroute (max profit),744
2023-05-30,Other/None,743
2023-04-19,bloxroute (max profit),742
2022-12-26,Other/None,739
2022-12-20,Other/None,737
2023-05-26,Other/None,736
2022-12-12,blocknative,735
2022-11-21,Other/None,734
2023-07-11,blocknative,734
2023-03-27,Other/None,732
2022-11-22,Other/None,731
2023-03-26,Other/None,731
2022-12-01,Other/None,730
2023-03-23,Other/None,730
2022-12-17,Other/None,729
2023-07-12,blocknative,728
2023-07-13,blocknative,728
2022-12-31,Other/None,727
2023-01-06,Other/None,727
2022-11-28,Other/None,726
2023-03-12,bloxroute (max profit),725
2023-04-25,bloxroute (max profit),724
2023-01-02,Other/None,723
2023-03-25,Other/None,723
2023-01-01,Other/None,722
2023-01-11,Other/None,722
2023-06-08,Other/None,717
2023-06-11,Other/None,717
2023-02-12,Other/None,716
2023-02-24,blocknative,716
2023-01-26,Other/None,714
2023-01-08,Other/None,713
2023-02-23,blocknative,713
2023-03-10,blocknative,712
2023-05-29,Other/None,711
2023-02-17,Other/None,709
2023-04-23,bloxroute (max profit),709
2023-02-04,ultrasound,708
2023-02-28,agnostic Gnosis,707
2022-12-21,Other/None,705
2023-01-04,Other/None,705
2023-01-30,ultrasound,703
2023-04-14,bloxroute (max profit),703
2023-02-05,ultrasound,700
2023-01-19,Other/None,699
2023-04-26,bloxroute (max profit),699
2023-01-31,ultrasound,698
2023-01-22,Other/None,697
2022-12-29,Other/None,696
2023-01-03,Other/None,694
2023-02-07,ultrasound,693
2022-12-27,Other/None,692
2023-01-28,Other/None,691
2023-02-25,blocknative,691
2023-06-12,Other/None,690
2023-06-25,bloxroute (regulated),690
2023-01-09,Other/None,689
2023-03-12,Other/None,688
2023-05-22,bloxroute (max profit),688
2023-01-27,Other/None,687
2023-03-13,Other/None,687
2023-03-24,Other/None,687
2023-02-10,Other/None,686
2023-03-15,blocknative,686
2023-01-29,ultrasound,685
2023-01-31,Other/None,685
2023-01-29,Other/None,684
2023-02-06,ultrasound,684
2023-04-22,bloxroute (max profit),684
2023-04-24,bloxroute (max profit),684
2023-03-21,Other/None,682
2023-05-28,blocknative,682
2023-06-18,Other/None,679
2023-01-23,ultrasound,678
2023-02-27,blocknative,677
2023-01-16,Other/None,676
2023-06-09,Other/None,676
2023-06-10,Other/None,676
2022-12-30,Other/None,675
2023-01-21,Other/None,673
2023-01-27,ultrasound,673
2023-05-17,bloxroute (max profit),673
2023-01-05,Other/None,672
2023-02-08,ultrasound,672
2023-05-16,bloxroute (max profit),672
2023-01-25,Other/None,671
2023-05-29,bloxroute (max profit),671
2023-06-04,blocknative,671
2023-06-17,Other/None,670
2023-05-25,blocknative,669
2023-05-28,bloxroute (max profit),668
2023-01-26,ultrasound,666
2023-05-26,blocknative,666
2023-05-26,bloxroute (max profit),666
2023-09-02,Other/None,665
2023-03-14,blocknative,663
2023-07-01,blocknative,663
2023-01-18,Other/None,662
2023-06-24,Other/None,662
2023-07-03,blocknative,662
2023-02-13,Other/None,660
2023-05-12,bloxroute (max profit),660
2022-12-28,Other/None,659
2023-04-27,bloxroute (max profit),659
2023-06-13,Other/None,659
2023-01-15,Other/None,658
2023-03-18,Other/None,658
2023-05-30,bloxroute (max profit),658
2023-01-14,Other/None,656
2023-02-02,Other/None,656
2023-09-01,Other/None,654
2022-11-20,bloxroute (max profit),653
2023-02-03,Other/None,653
2023-02-15,Other/None,653
2023-03-16,blocknative,653
2023-01-23,Other/None,652
2023-02-11,Other/None,652
2023-07-07,blocknative,652
2023-07-11,bloxroute (regulated),652
2023-01-24,Other/None,651
2023-01-25,ultrasound,651
2023-01-30,Other/None,650
2023-02-02,ultrasound,650
2023-05-18,bloxroute (max profit),650
2023-01-17,Other/None,649
2023-02-16,Other/None,648
2023-03-20,Other/None,648
2023-05-20,bloxroute (max profit),648
2023-02-01,ultrasound,647
2023-03-22,Other/None,646
2023-06-21,blocknative,646
2023-07-08,bloxroute (regulated),644
2023-07-09,bloxroute (regulated),644
2023-01-13,Other/None,639
2023-01-28,ultrasound,638
2023-06-15,Other/None,637
2023-07-02,bloxroute (regulated),637
2023-02-04,blocknative,636
2023-05-31,blocknative,636
2023-09-17,Other/None,636
2023-06-30,bloxroute (regulated),635
2023-02-07,Other/None,632
2023-05-25,bloxroute (max profit),632
2023-02-05,Other/None,631
2023-06-23,bloxroute (regulated),631
2023-02-01,Other/None,630
2023-02-03,ultrasound,630
2023-06-02,blocknative,630
2023-06-29,bloxroute (regulated),630
2022-11-13,bloxroute (max profit),629
2023-01-20,Other/None,629
2023-06-11,blocknative,629
2023-02-26,blocknative,626
2023-06-05,blocknative,626
2023-03-03,blocknative,625
2023-05-29,blocknative,625
2023-02-04,Other/None,624
2023-05-19,bloxroute (max profit),624
2022-09-28,bloxroute (max profit),623
2023-02-08,Other/None,622
2023-03-02,blocknative,622
2023-06-28,bloxroute (regulated),622
2023-03-13,blocknative,621
2023-02-06,Other/None,620
2023-02-28,blocknative,615
2023-07-10,bloxroute (regulated),615
2023-02-09,ultrasound,614
2023-06-10,blocknative,614
2023-06-14,Other/None,614
2023-07-02,blocknative,613
2023-06-25,Other/None,612
2023-06-19,Other/None,611
2023-06-28,blocknative,611
2023-05-24,bloxroute (max profit),610
2023-07-07,bloxroute (regulated),608
2023-06-16,Other/None,606
2023-08-11,Other/None,605
2023-06-23,Other/None,603
2023-07-04,blocknative,603
2023-04-13,bloxroute (max profit),600
2023-06-26,Other/None,600
2023-07-12,bloxroute (regulated),599
2023-06-29,blocknative,598
2023-06-27,bloxroute (regulated),597
2023-07-15,Other/None,597
2023-01-24,ultrasound,595
2023-05-21,bloxroute (max profit),595
2023-06-03,blocknative,595
2023-07-04,Other/None,591
2023-01-31,agnostic Gnosis,590
2023-02-09,Other/None,588
2023-06-30,blocknative,588
2023-09-13,Other/None,587
2022-12-10,blocknative,586
2023-06-27,Other/None,584
2023-07-30,Other/None,584
2023-06-22,Other/None,582
2023-09-16,Other/None,582
2023-02-06,blocknative,580
2023-03-11,Other/None,580
2023-04-06,bloxroute (max profit),580
2023-06-01,blocknative,580
2023-06-26,bloxroute (regulated),580
2023-07-16,Other/None,580
2023-04-09,bloxroute (max profit),579
2023-06-24,bloxroute (regulated),578
2023-06-20,blocknative,575
2022-12-15,blocknative,573
2023-02-13,agnostic Gnosis,573
2023-08-31,Other/None,573
2023-05-27,bloxroute (max profit),572
2023-02-11,agnostic Gnosis,571
2023-04-12,bloxroute (max profit),571
2023-06-06,blocknative,571
2023-07-01,bloxroute (regulated),571
2023-01-13,agnostic Gnosis,569
2023-05-27,blocknative,568
2023-05-30,blocknative,567
2022-12-16,blocknative,566
2023-09-10,Other/None,566
2023-03-01,blocknative,565
2023-06-09,blocknative,563
2023-06-20,Other/None,563
2023-08-06,Other/None,563
2023-01-21,agnostic Gnosis,562
2023-08-20,Other/None,562
2023-06-15,blocknative,560
2023-07-06,blocknative,560
2023-07-13,bloxroute (regulated),560
2023-09-15,Other/None,560
2023-08-19,Other/None,557
2023-01-23,bloxroute (max profit),554
2023-01-14,agnostic Gnosis,553
2023-07-08,Other/None,553
2023-07-12,Other/None,553
2022-11-10,bloxroute (max profit),552
2022-12-19,blocknative,552
2023-01-16,agnostic Gnosis,552
2023-09-06,Other/None,551
2022-09-15,flashbots,550
2023-02-14,agnostic Gnosis,550
2023-02-05,blocknative,548
2023-08-27,Other/None,548
2023-09-07,Other/None,548
2023-07-02,Other/None,547
2023-09-08,Other/None,545
2023-07-09,Other/None,544
2022-12-18,blocknative,543
2023-07-01,Other/None,542
2023-08-10,Other/None,541
2023-01-21,bloxroute (max profit),540
2023-02-03,blocknative,539
2023-06-26,blocknative,539
2023-08-30,Other/None,539
2023-09-03,Other/None,539
2023-07-10,Other/None,538
2023-01-15,agnostic Gnosis,537
2023-07-03,Other/None,537
2023-07-11,Other/None,537
2023-07-14,Other/None,537
2023-08-05,Other/None,537
2023-09-09,Other/None,537
2023-07-05,Other/None,536
2023-07-18,Other/None,535
2023-06-21,Other/None,533
2023-01-31,blocknative,532
2023-02-22,agnostic Gnosis,532
2023-06-25,blocknative,532
2023-07-17,Other/None,532
2023-03-12,blocknative,531
2023-09-14,Other/None,530
2023-06-22,blocknative,529
2023-08-17,Other/None,529
2023-06-16,blocknative,528
2023-09-12,Other/None,528
2023-06-08,blocknative,527
2023-01-22,agnostic Gnosis,526
2023-01-25,agnostic Gnosis,526
2023-06-07,blocknative,526
2023-07-06,Other/None,526
2023-01-18,agnostic Gnosis,525
2023-01-26,agnostic Gnosis,525
2023-02-01,agnostic Gnosis,525
2023-08-26,Other/None,525
2023-04-20,bloxroute (max profit),524
2023-08-09,Other/None,524
2023-08-12,Other/None,524
2023-09-05,Other/None,523
2023-09-11,Other/None,523
2023-08-14,Other/None,522
2023-07-13,Other/None,521
2023-08-03,Other/None,521
2023-09-18,Other/None,520
2023-01-17,agnostic Gnosis,519
2023-08-23,Other/None,519
2022-11-02,bloxroute (max profit),517
2023-01-22,bloxroute (max profit),517
2023-04-08,bloxroute (max profit),517
2023-08-24,Other/None,516
2023-01-20,agnostic Gnosis,514
2023-08-18,Other/None,513
