timestamp,relay,slot
2022-12-17,blocknative,511
2023-06-19,blocknative,508
2023-02-17,agnostic Gnosis,507
2023-09-04,Other/None,507
2023-09-05,aestus,507
2023-06-12,blocknative,503
2023-01-27,agnostic Gnosis,501
2023-03-17,blocknative,501
2023-08-04,Other/None,501
2023-08-07,Other/None,500
2023-08-13,Other/None,499
2022-12-13,blocknative,498
2023-08-29,Other/None,498
2022-12-04,blocknative,497
2023-02-12,agnostic Gnosis,497
2023-08-21,Other/None,497
2023-07-31,Other/None,495
2023-01-30,agnostic Gnosis,492
2023-08-08,Other/None,492
2023-05-07,blocknative,490
2022-12-14,blocknative,489
2023-06-17,blocknative,489
2023-01-12,agnostic Gnosis,488
2023-06-28,Other/None,488
2023-06-18,blocknative,487
2023-01-11,agnostic Gnosis,486
2023-05-10,blocknative,486
2023-04-10,bloxroute (max profit),485
2023-05-22,blocknative,485
2023-07-21,Other/None,485
2023-08-15,Other/None,485
2023-07-25,Other/None,483
2023-05-24,blocknative,481
2023-01-22,ultrasound,480
2023-01-23,agnostic Gnosis,480
2023-08-01,Other/None,480
2023-01-29,agnostic Gnosis,478
2023-07-19,Other/None,478
2022-12-06,blocknative,476
2023-05-06,blocknative,476
2023-07-27,Other/None,475
2022-12-07,blocknative,474
2023-07-22,Other/None,474
2023-01-28,agnostic Gnosis,473
2023-07-29,Other/None,473
2023-02-26,agnostic Gnosis,472
2023-06-23,blocknative,472
2023-05-23,blocknative,471
2023-06-14,blocknative,471
2023-07-24,Other/None,471
2023-08-22,Other/None,471
2023-02-02,agnostic Gnosis,469
2023-02-18,agnostic Gnosis,469
2023-03-19,bloxroute (regulated),469
2023-06-30,Other/None,469
2023-06-24,blocknative,466
2023-01-24,agnostic Gnosis,465
2023-05-05,blocknative,465
2023-02-21,agnostic Gnosis,463
2023-07-23,Other/None,462
2023-02-01,blocknative,461
2023-09-06,aestus,460
2023-03-11,bloxroute (max profit),459
2023-09-02,aestus,459
2023-08-02,Other/None,458
2023-07-07,Other/None,454
2023-06-13,blocknative,453
2023-05-09,blocknative,451
2023-06-29,Other/None,451
2023-01-19,agnostic Gnosis,450
2023-03-18,bloxroute (regulated),449
2023-05-20,blocknative,449
2023-08-25,Other/None,448
2023-02-07,blocknative,447
2023-08-28,Other/None,446
2023-01-14,ultrasound,445
2023-05-08,blocknative,444
2023-07-20,Other/None,441
2023-07-26,Other/None,441
2023-01-15,ultrasound,439
2023-01-27,blocknative,439
2023-01-29,blocknative,439
2023-08-16,Other/None,439
2023-03-22,bloxroute (regulated),438
2023-08-30,aestus,438
2023-02-02,blocknative,437
2022-10-31,bloxroute (max profit),436
2023-08-29,aestus,436
2023-09-07,aestus,434
2023-07-28,Other/None,430
2023-03-20,bloxroute (regulated),429
2023-05-11,blocknative,428
2022-12-20,blocknative,426
2023-02-06,agnostic Gnosis,426
2023-06-22,bloxroute (regulated),426
2023-03-09,blocknative,425
2023-01-28,blocknative,424
2022-09-29,bloxroute (max profit),422
2023-01-16,ultrasound,422
2023-01-18,ultrasound,422
2023-03-21,bloxroute (regulated),422
2022-09-30,bloxroute (max profit),421
2023-02-27,agnostic Gnosis,420
2023-02-07,agnostic Gnosis,419
2023-03-17,bloxroute (regulated),416
2023-01-30,blocknative,415
2023-06-27,blocknative,415
2023-07-23,aestus,413
2023-09-08,aestus,413
2023-07-03,bloxroute (regulated),412
2023-02-10,agnostic Gnosis,411
2023-02-15,agnostic Gnosis,411
2023-02-05,agnostic Gnosis,408
2022-12-03,blocknative,405
2023-09-03,aestus,405
2022-12-08,blocknative,402
2022-11-01,bloxroute (max profit),401
2023-05-16,blocknative,400
2023-04-07,bloxroute (max profit),399
2023-07-06,bloxroute (regulated),399
2023-01-20,ultrasound,398
2023-03-23,bloxroute (regulated),397
2023-02-08,blocknative,396
2023-07-05,blocknative,396
2023-03-04,blocknative,395
2023-05-01,bloxroute (max profit),395
2023-07-23,bloxroute (regulated),393
2023-07-27,bloxroute (regulated),393
2023-03-24,bloxroute (regulated),392
2023-08-28,aestus,392
2023-07-22,aestus,391
2023-02-24,agnostic Gnosis,390
2023-08-25,aestus,390
2023-07-22,bloxroute (regulated),387
2023-01-26,blocknative,386
2023-02-16,agnostic Gnosis,386
2023-01-13,ultrasound,385
2023-08-06,aestus,385
2023-01-17,ultrasound,383
2022-10-25,bloxroute (max profit),381
2023-01-19,blocknative,381
2023-02-04,agnostic Gnosis,381
2023-02-23,agnostic Gnosis,379
2023-07-24,aestus,378
2023-02-19,agnostic Gnosis,377
2023-02-21,blocknative,376
2023-02-20,agnostic Gnosis,375
2023-03-07,blocknative,374
2023-03-30,bloxroute (regulated),374
2023-08-11,aestus,374
2022-12-30,blocknative,373
2023-08-22,aestus,372
2023-08-23,aestus,372
2022-12-02,blocknative,371
2022-12-21,blocknative,371
2023-08-12,aestus,370
2023-02-25,agnostic Gnosis,369
2023-08-02,aestus,369
2023-03-05,blocknative,368
2023-03-29,bloxroute (regulated),367
2023-07-21,aestus,367
2022-11-19,blocknative,366
2023-05-15,blocknative,364
2023-05-21,blocknative,364
2022-11-28,blocknative,363
2023-02-03,agnostic Gnosis,362
2022-12-19,bloxroute (regulated),361
2022-12-28,blocknative,361
2023-05-04,bloxroute (max profit),361
2023-07-24,bloxroute (regulated),361
2023-09-04,aestus,361
2023-05-12,blocknative,360
2023-03-16,bloxroute (regulated),358
2023-01-21,ultrasound,357
2023-05-14,blocknative,357
2023-07-29,aestus,357
2023-08-27,aestus,356
2023-01-20,blocknative,355
2022-10-15,bloxroute (max profit),354
2022-12-27,blocknative,354
2022-10-01,bloxroute (max profit),352
2022-12-01,blocknative,352
2022-12-29,blocknative,352
2023-08-10,aestus,352
2023-03-06,blocknative,350
2023-04-11,bloxroute (max profit),350
2023-05-10,bloxroute (max profit),350
2023-05-17,blocknative,350
2023-07-20,bloxroute (regulated),349
2022-10-22,bloxroute (max profit),347
2022-12-15,bloxroute (regulated),347
2023-01-05,blocknative,347
2022-10-30,bloxroute (max profit),346
2022-11-17,blocknative,345
2023-04-03,bloxroute (regulated),345
2023-08-13,aestus,345
2023-05-19,blocknative,344
2023-07-30,aestus,344
2023-03-15,bloxroute (regulated),343
2022-12-10,bloxroute (regulated),342
2023-09-09,aestus,342
2023-07-21,bloxroute (regulated),340
2023-08-04,aestus,340
2023-08-26,aestus,340
2023-08-05,aestus,339
2023-05-18,blocknative,338
2023-07-20,aestus,337
2022-10-15,manifold,336
2023-01-25,blocknative,334
2023-05-13,blocknative,334
2023-09-01,aestus,334
2023-03-08,blocknative,333
2022-10-29,bloxroute (max profit),332
2022-12-22,blocknative,332
2023-08-03,aestus,332
2023-08-15,aestus,331
2022-09-20,bloxroute (max profit),327
2023-07-14,bloxroute (regulated),327
2023-08-07,aestus,327
2023-03-31,bloxroute (regulated),326
2023-08-01,aestus,326
2023-01-19,ultrasound,325
2023-03-27,bloxroute (regulated),325
2023-02-12,blocknative,324
2023-07-25,bloxroute (regulated),323
2023-07-31,aestus,323
2023-08-31,aestus,323
2022-11-14,eden,322
2023-03-25,bloxroute (regulated),322
2022-11-21,blocknative,320
2023-05-02,bloxroute (max profit),320
2023-03-26,bloxroute (regulated),319
2022-11-18,blocknative,317
2022-12-05,blocknative,317
2023-03-28,bloxroute (regulated),317
2022-11-27,blocknative,316
2023-08-24,aestus,316
2023-01-21,blocknative,315
2023-08-21,aestus,314
2023-02-08,agnostic Gnosis,313
2023-07-28,aestus,313
2022-12-14,bloxroute (regulated),311
2023-01-09,bloxroute (regulated),308
2023-07-08,aestus,308
2023-07-25,aestus,308
2023-08-14,aestus,308
2022-11-20,blocknative,307
2022-09-27,bloxroute (max profit),305
2022-11-13,eden,305
2023-02-20,blocknative,304
2023-07-16,bloxroute (regulated),304
2023-02-09,agnostic Gnosis,303
2023-06-21,bloxroute (regulated),302
2023-08-09,aestus,302
2023-08-16,aestus,302
2022-11-19,bloxroute (regulated),299
2022-12-13,bloxroute (regulated),299
2022-12-20,bloxroute (regulated),298
2023-01-09,agnostic Gnosis,298
2022-10-24,bloxroute (max profit),297
2023-02-17,blocknative,297
2023-07-19,aestus,297
2023-07-09,aestus,296
2023-01-08,blocknative,295
2023-07-26,aestus,295
2023-07-10,aestus,294
2023-04-01,bloxroute (regulated),293
2022-10-19,bloxroute (max profit),292
2022-12-23,blocknative,291
2023-01-06,agnostic Gnosis,291
2023-01-10,agnostic Gnosis,291
2023-02-11,blocknative,291
2022-11-26,blocknative,290
2022-12-16,bloxroute (regulated),290
2023-02-19,blocknative,290
2023-09-10,aestus,290
2023-09-12,aestus,289
2022-12-21,bloxroute (regulated),288
2023-01-08,agnostic Gnosis,288
2022-10-17,bloxroute (max profit),287
2023-07-19,bloxroute (regulated),287
2023-07-27,aestus,287
2022-11-25,blocknative,286
2022-12-11,bloxroute (regulated),286
2022-12-18,bloxroute (regulated),286
2023-08-20,aestus,285
2022-12-12,bloxroute (regulated),284
2023-01-05,agnostic Gnosis,284
2023-01-12,ultrasound,283
2023-07-17,aestus,283
2023-08-08,aestus,282
2022-11-23,blocknative,280
2023-01-07,agnostic Gnosis,280
2022-11-07,blocknative,279
2023-08-19,aestus,278
2022-12-31,blocknative,277
2022-11-16,eden,275
2023-08-17,aestus,275
2023-07-26,bloxroute (regulated),273
2023-03-01,bloxroute (regulated),272
2023-04-02,bloxroute (regulated),272
2023-01-08,bloxroute (regulated),271
2022-11-29,blocknative,270
2023-01-04,agnostic Gnosis,269
2023-03-05,bloxroute (regulated),269
2023-07-16,aestus,268
2023-07-17,bloxroute (regulated),267
2022-10-18,bloxroute (max profit),266
2022-12-22,bloxroute (regulated),266
2023-07-11,aestus,266
2022-10-09,blocknative,265
2022-10-14,bloxroute (max profit),262
2023-04-04,bloxroute (regulated),262
2022-10-31,eden,261
2023-01-01,bloxroute (regulated),261
2023-02-14,blocknative,261
2022-09-22,bloxroute (max profit),260
2023-01-04,blocknative,260
2023-01-07,bloxroute (regulated),260
2023-01-07,blocknative,260
2023-01-18,blocknative,260
2023-04-05,bloxroute (regulated),259
2022-10-02,bloxroute (max profit),258
2022-11-04,eden,258
2023-06-20,bloxroute (regulated),258
2022-10-16,bloxroute (max profit),257
2023-01-06,blocknative,257
2022-09-28,bloxroute (ethical),256
2022-10-26,eden,256
2023-02-22,blocknative,255
2022-11-03,eden,253
2022-11-10,eden,253
2023-07-18,bloxroute (regulated),253
2022-10-29,eden,252
2022-11-15,eden,252
2023-01-02,bloxroute (regulated),251
2023-01-08,eden,251
2023-01-11,eden,251
2023-09-13,aestus,249
2022-11-07,eden,248
2023-01-05,eden,248
2022-10-23,bloxroute (max profit),246
2022-11-16,blocknative,246
2023-01-10,bloxroute (regulated),246
2022-11-01,eden,245
2022-12-20,eden,244
2023-01-17,blocknative,244
2023-01-26,bloxroute (regulated),243
2022-10-08,bloxroute (max profit),241
2023-01-24,blocknative,241
2023-02-15,blocknative,241
2023-08-27,eden,241
2022-10-05,bloxroute (max profit),240
2022-11-24,blocknative,240
2023-01-02,blocknative,240
2023-02-09,blocknative,240
2023-02-16,blocknative,240
2022-12-29,eden,239
2022-12-30,agnostic Gnosis,239
2023-07-12,aestus,239
2023-08-18,aestus,239
2022-10-30,eden,238
2022-12-31,agnostic Gnosis,238
2022-10-28,eden,237
2022-12-15,eden,237
2023-01-11,ultrasound,237
2022-12-17,bloxroute (regulated),236
2022-10-20,bloxroute (max profit),235
2023-08-01,eden,235
2022-09-19,bloxroute (max profit),234
2022-10-08,blocknative,233
2022-11-02,eden,232
2023-03-08,bloxroute (regulated),231
2022-10-21,eden,230
2023-06-11,aestus,230
2022-11-21,eden,229
2022-12-19,eden,229
2023-01-06,eden,229
2023-03-06,bloxroute (regulated),229
2023-06-10,aestus,229
2023-01-04,eden,228
2023-01-01,agnostic Gnosis,227
2023-01-03,agnostic Gnosis,227
2022-12-24,blocknative,226
2022-12-27,eden,226
2023-01-03,blocknative,226
2022-12-21,eden,224
2023-09-19,ultrasound,224
2023-05-03,bloxroute (max profit),223
2023-07-01,aestus,223
2022-11-17,eden,222
2023-01-11,blocknative,222
2022-11-03,blocknative,221
2022-11-30,blocknative,221
2022-09-30,bloxroute (ethical),220
2023-01-06,bloxroute (regulated),220
2023-03-14,bloxroute (regulated),220
2022-10-07,bloxroute (max profit),219
2022-10-10,eden,219
2023-02-18,blocknative,219
2023-04-21,blocknative,219
2022-10-10,bloxroute (max profit),218
2022-12-07,eden,218
2022-10-12,blocknative,217
2022-12-28,eden,217
2022-11-06,blocknative,216
2023-01-10,eden,216
2023-04-10,blocknative,216
2023-06-18,aestus,216
2023-09-11,aestus,216
2022-09-18,bloxroute (max profit),215
2022-09-23,bloxroute (max profit),215
2022-11-03,bloxroute (ethical),215
2022-11-06,eden,215
2022-11-22,blocknative,215
2022-12-05,eden,215
2023-01-02,eden,215
2023-07-13,aestus,215
2023-08-13,eden,215
2022-11-17,bloxroute (regulated),214
2022-12-22,agnostic Gnosis,214
2022-12-26,blocknative,214
2023-01-01,blocknative,214
2023-07-02,aestus,214
2022-10-17,eden,213
2022-12-20,agnostic Gnosis,213
2022-12-22,eden,213
2022-09-17,bloxroute (max profit),212
2022-10-03,bloxroute (max profit),212
2022-11-16,bloxroute (regulated),212
2022-12-29,bloxroute (regulated),212
2022-10-12,bloxroute (max profit),211
2023-02-13,blocknative,211
2023-03-09,bloxroute (regulated),211
2023-04-11,blocknative,211
2022-10-27,eden,210
2022-10-23,eden,209
2023-01-03,eden,208
2023-01-23,blocknative,208
2022-12-28,agnostic Gnosis,207
2023-01-16,blocknative,207
2023-02-15,bloxroute (regulated),207
2023-08-04,eden,207
2022-10-06,bloxroute (max profit),206
2022-12-26,bloxroute (regulated),206
2022-12-28,bloxroute (regulated),206
2022-12-31,bloxroute (regulated),206
2022-12-17,agnostic Gnosis,204
2023-03-07,bloxroute (regulated),204
2022-10-16,eden,203
2022-10-25,eden,203
2022-11-08,eden,203
2022-12-25,blocknative,203
2023-03-04,bloxroute (regulated),203
2022-09-24,bloxroute (max profit),202
2022-10-09,bloxroute (max profit),202
2022-12-16,agnostic Gnosis,202
2023-01-09,eden,202
2023-01-10,blocknative,202
2023-06-24,aestus,202
2023-07-04,aestus,202
2022-12-16,eden,201
2023-06-19,aestus,201
2023-07-15,bloxroute (regulated),201
2022-10-11,bloxroute (max profit),200
2022-12-15,agnostic Gnosis,200
2023-01-07,eden,200
2023-08-06,eden,200
2022-11-09,eden,199
2023-02-28,bloxroute (regulated),199
2023-07-07,aestus,199
2022-10-19,eden,198
2022-12-23,agnostic Gnosis,198
2023-01-11,bloxroute (regulated),198
2023-04-03,blocknative,198
2023-05-03,blocknative,198
2023-05-05,bloxroute (max profit),198
2023-05-11,bloxroute (regulated),198
2022-11-15,blocknative,197
2022-12-13,eden,197
2022-12-14,eden,197
2023-02-10,blocknative,197
2023-03-06,bloxroute (ethical),197
2022-10-20,eden,196
2022-10-24,eden,196
2023-04-12,bloxroute (regulated),196
2023-07-18,aestus,196
2023-09-19,bloxroute (max profit),195
2022-11-18,bloxroute (regulated),194
2022-12-21,agnostic Gnosis,194
2023-05-04,blocknative,194
2022-10-13,bloxroute (max profit),192
2022-12-27,agnostic Gnosis,192
2023-08-28,eden,192
2023-08-30,eden,192
2022-12-18,eden,191
2023-04-09,blocknative,191
2022-12-26,agnostic Gnosis,190
2022-12-30,eden,190
2023-01-12,eden,190
2023-03-13,bloxroute (regulated),190
2023-04-17,blocknative,190
2023-05-05,aestus,190
2022-12-06,eden,189
2022-12-25,bloxroute (regulated),189
2023-04-22,blocknative,189
2022-10-18,eden,188
2022-11-02,bloxroute (ethical),188
2022-12-04,manifold,188
2022-12-18,agnostic Gnosis,188
2023-04-07,blocknative,188
2023-01-19,eden,187
2023-04-17,bloxroute (regulated),187
2023-06-17,aestus,187
2022-10-21,bloxroute (max profit),186
2022-10-28,bloxroute (max profit),186
2022-11-05,blocknative,186
2023-01-01,eden,186
2023-05-16,bloxroute (regulated),185
2022-12-09,eden,184
2023-01-09,blocknative,184
2023-01-13,eden,184
2023-05-15,bloxroute (regulated),184
2022-09-25,bloxroute (max profit),183
2022-11-05,eden,183
2022-10-11,bloxroute (ethical),182
2022-11-22,eden,182
2022-12-13,agnostic Gnosis,182
2022-12-29,agnostic Gnosis,182
2022-12-08,bloxroute (regulated),181
2022-12-14,agnostic Gnosis,181
2022-09-26,bloxroute (max profit),180
2022-12-17,eden,180
2022-12-26,eden,180
2023-04-08,blocknative,180
2023-09-05,eden,180
2022-10-14,eden,179
2022-12-08,eden,179
2022-12-19,agnostic Gnosis,179
2023-01-12,bloxroute (regulated),179
2023-01-24,eden,179
2023-06-10,bloxroute (regulated),179
2023-07-14,aestus,179
2023-06-29,aestus,178
2023-08-02,eden,178
2022-10-11,blocknative,177
2023-01-03,bloxroute (regulated),177
2023-03-12,bloxroute (regulated),177
2022-09-16,bloxroute (max profit),176
2022-10-04,bloxroute (max profit),176
2022-10-10,blocknative,176
2022-12-24,bloxroute (regulated),176
2022-12-25,agnostic Gnosis,176
2023-01-12,blocknative,176
2023-01-22,blocknative,176
2023-03-15,aestus,176
2023-04-06,bloxroute (regulated),176
2023-06-13,aestus,176
2023-08-10,eden,176
2022-11-11,eden,175
2022-12-23,eden,175
2023-07-06,aestus,175
2022-09-29,bloxroute (ethical),174
2022-11-05,bloxroute (ethical),174
2022-12-02,eden,173
2023-01-10,ultrasound,173
2023-01-14,bloxroute (regulated),173
2023-04-20,blocknative,173
2023-06-28,aestus,173
2023-08-29,eden,173
2023-01-23,eden,172
2023-04-18,blocknative,172
2023-05-06,aestus,172
2023-05-23,bloxroute (regulated),172
2023-06-09,bloxroute (regulated),172
2023-06-11,bloxroute (regulated),172
2023-08-05,eden,172
2023-02-23,bloxroute (regulated),171
2023-04-19,blocknative,171
2023-05-08,bloxroute (max profit),171
2023-05-09,aestus,171
2023-07-03,aestus,171
2023-08-07,eden,171
2022-12-30,bloxroute (regulated),170
2022-12-12,agnostic Gnosis,169
2023-01-04,ultrasound,169
2023-01-16,bloxroute (regulated),169
2023-04-06,blocknative,169
2023-05-07,bloxroute (max profit),169
2023-08-08,eden,169
2023-08-15,eden,169
2022-12-24,agnostic Gnosis,168
2023-01-06,ultrasound,168
2023-04-15,aestus,168
2023-06-20,aestus,168
2023-06-23,aestus,168
2023-07-23,eden,168
2022-10-09,manifold,167
2022-10-11,eden,167
2023-01-13,blocknative,167
2023-01-17,eden,167
2023-02-08,eden,167
2023-04-15,bloxroute (regulated),167
2023-07-28,eden,167
2023-09-19,flashbots,167
2022-10-09,eden,166
2023-01-08,ultrasound,166
2023-01-15,blocknative,166
2023-04-26,blocknative,166
2023-05-24,bloxroute (regulated),166
2022-11-01,blocknative,165
2022-12-05,bloxroute (regulated),165
2023-01-05,ultrasound,165
2023-01-07,ultrasound,165
2023-05-07,aestus,165
2023-06-02,bloxroute (regulated),165
2023-06-17,bloxroute (regulated),165
2022-10-31,blocknative,164
2022-11-20,bloxroute (regulated),164
2023-03-11,blocknative,164
2022-10-01,bloxroute (ethical),163
2022-10-12,manifold,163
2023-01-09,ultrasound,163
2023-06-09,aestus,163
2023-08-12,eden,163
2022-11-12,blocknative,162
2022-12-09,agnostic Gnosis,162
2023-05-14,bloxroute (regulated),162
2023-06-18,bloxroute (regulated),162
2023-06-30,aestus,162
2022-10-16,bloxroute (ethical),161
2023-09-08,eden,161
2022-10-10,bloxroute (ethical),160
2023-01-20,eden,160
2023-04-05,blocknative,160
2023-06-27,aestus,160
2023-07-12,eden,160
2023-07-19,eden,160
2023-01-27,eden,159
2023-05-17,bloxroute (regulated),159
2023-07-24,eden,159
2022-11-09,bloxroute (regulated),158
2022-11-18,eden,158
2022-12-23,bloxroute (regulated),158
2023-03-03,bloxroute (regulated),158
2023-04-10,bloxroute (regulated),158
2023-05-08,aestus,158
2022-12-01,bloxroute (regulated),157
2023-05-19,bloxroute (regulated),157
2023-08-11,eden,157
2023-08-21,eden,157
2023-02-07,eden,156
2023-04-12,blocknative,156
2023-05-22,bloxroute (regulated),156
2023-06-19,bloxroute (regulated),156
2023-07-16,eden,156
2022-11-01,bloxroute (ethical),155
2022-12-07,agnostic Gnosis,155
2023-01-25,bloxroute (regulated),155
2023-06-22,aestus,155
2023-06-25,aestus,155
2023-09-12,eden,155
2022-10-24,bloxroute (ethical),154
2022-11-06,bloxroute (ethical),154
2023-01-17,bloxroute (regulated),154
2023-02-03,eden,154
2023-04-03,eden,154
2023-04-29,blocknative,154
2023-05-04,eden,154
2023-05-13,bloxroute (regulated),154
2023-06-08,bloxroute (regulated),154
2023-09-04,eden,154
2022-09-21,bloxroute (max profit),153
2022-10-12,bloxroute (ethical),153
2022-11-14,bloxroute (ethical),153
2023-02-16,bloxroute (regulated),153
2023-05-25,bloxroute (regulated),153
2023-06-12,aestus,153
2023-07-15,aestus,153
2022-11-14,blocknative,152
2023-01-25,eden,152
2023-08-24,eden,152
2023-09-10,eden,152
2022-10-07,blocknative,151
2022-10-25,bloxroute (ethical),151
2022-11-12,bloxroute (ethical),151
2023-01-24,bloxroute (regulated),151
2023-02-09,eden,151
2023-03-05,bloxroute (ethical),150
2023-08-03,eden,150
2022-12-07,bloxroute (regulated),149
2023-01-02,agnostic Gnosis,149
2023-01-04,bloxroute (regulated),149
2022-10-09,bloxroute (ethical),148
2022-10-10,manifold,148
2022-10-31,bloxroute (ethical),148
2022-12-01,eden,148
2023-01-15,bloxroute (regulated),148
2023-01-18,eden,148
2023-02-17,bloxroute (regulated),148
2023-03-14,aestus,148
2023-04-16,bloxroute (regulated),148
2023-05-12,bloxroute (regulated),148
2023-08-16,eden,148
2023-08-23,eden,148
2022-10-08,bloxroute (ethical),147
2022-10-23,bloxroute (ethical),147
2022-11-24,eden,147
2022-12-11,agnostic Gnosis,147
2023-07-20,eden,147
2022-10-06,blocknative,146
2022-12-04,bloxroute (regulated),146
2023-01-03,ultrasound,146
2023-04-27,blocknative,146
2023-05-18,bloxroute (regulated),146
2023-07-21,eden,146
2023-08-17,eden,146
2022-09-29,bloxroute (regulated),145
2022-10-13,eden,145
2022-11-30,bloxroute (regulated),145
2022-12-10,eden,145
2023-06-21,aestus,145
2023-07-05,aestus,145
2022-10-18,bloxroute (ethical),144
2022-11-02,blocknative,144
2023-01-14,eden,144
2023-01-26,eden,144
2023-03-10,bloxroute (regulated),144
2023-07-09,eden,144
2022-11-30,eden,143
2022-12-10,agnostic Gnosis,143
2023-01-16,eden,143
2023-02-27,bloxroute (regulated),143
2023-03-02,bloxroute (regulated),143
2023-06-03,bloxroute (regulated),143
2023-09-07,eden,143
2023-01-18,bloxroute (regulated),142
2023-02-25,bloxroute (regulated),142
2023-05-21,bloxroute (regulated),142
2022-10-13,bloxroute (ethical),141
2022-10-27,bloxroute (max profit),141
2023-06-26,aestus,141
2022-10-15,bloxroute (ethical),140
2022-10-19,bloxroute (ethical),140
2022-10-28,blocknative,140
2023-02-14,bloxroute (regulated),140
2023-04-04,blocknative,140
2023-04-09,aestus,140
2023-07-15,eden,140
2022-10-27,blocknative,139
2022-12-27,bloxroute (regulated),139
2023-02-22,bloxroute (regulated),139
2023-03-30,blocknative,139
2023-04-16,aestus,139
2022-09-28,bloxroute (regulated),138
2022-10-11,manifold,138
2022-11-24,manifold,138
2022-11-25,manifold,138
2023-01-05,bloxroute (regulated),138
2023-02-06,eden,138
2023-02-24,bloxroute (regulated),138
2023-05-10,aestus,138
2023-06-04,bloxroute (regulated),138
2023-06-08,aestus,138
2022-11-04,bloxroute (ethical),137
2022-12-03,bloxroute (regulated),137
2023-07-11,eden,137
2023-09-19,agnostic Gnosis,137
2022-10-12,eden,136
2022-10-21,bloxroute (ethical),136
2022-11-07,bloxroute (ethical),136
2022-12-31,eden,136
2023-08-26,eden,136
2023-09-01,eden,136
2022-10-20,bloxroute (ethical),135
2022-11-10,bloxroute (ethical),135
2023-04-10,aestus,135
2022-10-26,bloxroute (ethical),134
2022-12-04,eden,134
2022-12-12,eden,134
2023-01-21,eden,134
2023-02-26,bloxroute (regulated),134
2023-04-28,blocknative,134
2023-06-14,aestus,134
2022-10-05,blocknative,133
2022-11-09,bloxroute (ethical),133
2022-11-15,bloxroute (ethical),133
2022-12-11,eden,133
2023-02-18,bloxroute (regulated),133
2023-07-25,eden,133
2022-10-13,manifold,132
2022-10-22,bloxroute (ethical),132
2023-03-16,aestus,131
2023-05-11,aestus,131
2023-07-02,eden,131
2023-03-20,aestus,130
2023-05-06,bloxroute (max profit),130
2023-06-12,bloxroute (regulated),130
2023-09-02,eden,130
2022-09-30,bloxroute (regulated),129
2022-10-15,eden,129
2022-10-19,blocknative,129
2022-11-12,eden,129
2023-01-13,bloxroute (regulated),129
2023-02-23,bloxroute (ethical),129
2023-05-28,bloxroute (regulated),129
2023-09-06,eden,129
2022-12-03,eden,128
2023-05-09,bloxroute (max profit),128
2023-05-15,aestus,128
2023-06-14,bloxroute (regulated),128
2022-11-08,bloxroute (ethical),127
2022-11-11,bloxroute (ethical),127
2022-11-26,manifold,127
2023-04-30,blocknative,127
2023-07-22,eden,127
2022-10-26,blocknative,126
2022-10-30,bloxroute (ethical),126
2023-02-09,bloxroute (regulated),126
2023-04-16,eden,126
2023-05-30,bloxroute (regulated),126
2023-06-07,bloxroute (regulated),126
2023-08-22,eden,126
2022-09-24,blocknative,125
2022-10-13,blocknative,125
2022-10-17,bloxroute (ethical),125
2022-11-25,eden,125
2023-03-04,bloxroute (ethical),125
2023-04-25,blocknative,125
2023-06-13,bloxroute (regulated),125
2023-09-09,eden,125
2022-11-13,bloxroute (ethical),124
2022-11-15,bloxroute (regulated),124
2022-11-19,eden,124
2022-11-23,manifold,124
2023-02-04,eden,124
2023-03-24,aestus,124
2023-04-01,blocknative,124
2023-05-20,bloxroute (regulated),124
2023-05-27,bloxroute (regulated),124
2023-05-29,bloxroute (regulated),124
2023-09-19,Other/None,124
2022-11-08,bloxroute (regulated),123
2023-07-17,eden,123
2022-10-14,manifold,122
2022-11-07,bloxroute (regulated),122
2023-02-27,bloxroute (ethical),122
2023-03-31,blocknative,122
2023-04-11,aestus,122
2023-05-12,aestus,122
2023-06-05,bloxroute (regulated),122
2023-08-19,eden,122
2022-10-18,blocknative,121
2022-10-20,blocknative,121
2023-02-26,bloxroute (ethical),121
2023-08-25,eden,121
2022-10-29,bloxroute (ethical),120
2023-02-20,bloxroute (regulated),120
2023-02-25,bloxroute (ethical),120
2023-04-16,blocknative,120
2023-09-19,blocknative,120
2023-05-23,eden,119
2023-09-19,bloxroute (regulated),119
2022-12-03,manifold,118
2023-01-14,blocknative,118
2023-02-10,bloxroute (regulated),118
2023-02-21,bloxroute (regulated),118
2022-11-21,bloxroute (regulated),117
2023-07-05,eden,117
2023-08-09,eden,117
2023-02-12,bloxroute (regulated),116
2023-04-14,blocknative,116
2023-04-15,eden,116
2023-04-17,eden,116
2022-12-06,agnostic Gnosis,115
2023-01-22,eden,115
2023-02-11,bloxroute (regulated),115
2023-05-02,blocknative,115
2023-08-14,eden,115
2022-11-04,blocknative,114
2023-02-13,bloxroute (regulated),114
2022-10-08,manifold,113
2022-11-03,bloxroute (regulated),113
2022-12-24,eden,113
2023-02-05,eden,113
2023-02-15,eden,113
2023-05-26,bloxroute (regulated),113
2022-10-29,bloxroute (regulated),112
2022-11-04,bloxroute (regulated),112
2023-04-08,aestus,112
2023-07-13,eden,112
2022-10-04,blocknative,111
2023-02-20,eden,111
2022-11-20,eden,110
2022-11-27,manifold,110
2023-05-01,blocknative,110
2022-09-27,blocknative,109
2022-10-17,blocknative,109
2023-02-18,bloxroute (ethical),109
2023-06-06,bloxroute (regulated),109
2023-09-13,eden,109
2022-11-13,blocknative,108
2022-12-02,bloxroute (regulated),108
2022-12-20,ultrasound,108
