date,censoring,Share_of_Blocks
2023-08-26,censoring,7.711677683349071
2023-08-27,non-censoring,92.59744513593186
2023-08-27,censoring,7.402554864068129
2023-08-28,non-censoring,92.9195258889582
2023-08-28,censoring,7.080474111041797
2023-08-29,non-censoring,93.47527472527473
2023-08-29,censoring,6.5247252747252755
2023-08-30,non-censoring,93.65517241379311
2023-08-30,censoring,6.344827586206897
2023-08-31,non-censoring,93.75505254648343
2023-08-31,censoring,6.2449474535165725
2023-09-01,non-censoring,92.92486491997145
2023-09-01,censoring,7.075135080028545
2023-09-02,non-censoring,93.26350379954816
2023-09-02,censoring,6.736496200451839
2023-09-03,non-censoring,92.63179742631797
2023-09-03,censoring,7.368202573682026
2023-09-04,non-censoring,93.09876801002297
2023-09-04,censoring,6.90123198997703
2023-09-05,non-censoring,93.69475545079553
2023-09-05,censoring,6.3052445492044775
2023-09-06,non-censoring,93.29469371439993
2023-09-06,censoring,6.70530628560008
2023-09-07,non-censoring,93.26186830015314
2023-09-07,censoring,6.738131699846861
2023-09-08,non-censoring,93.11380242217996
2023-09-08,censoring,6.886197577820038
2023-09-09,non-censoring,92.99483306836248
2023-09-09,censoring,7.00516693163752
2023-09-10,non-censoring,92.84340952787866
2023-09-10,censoring,7.1565904721213425
2023-09-11,non-censoring,92.66470216796463
2023-09-11,censoring,7.33529783203536
2023-09-12,non-censoring,93.2016210739615
2023-09-12,censoring,6.798378926038501
2023-09-13,non-censoring,93.04882970137207
2023-09-13,censoring,6.951170298627926
2023-09-14,non-censoring,92.93147861926842
2023-09-14,censoring,7.068521380731582
2023-09-15,non-censoring,92.77210884353741
2023-09-15,censoring,7.227891156462585
2023-09-16,non-censoring,91.79019384264538
2023-09-16,censoring,8.209806157354619
2023-09-17,non-censoring,91.98290241868223
2023-09-17,censoring,8.017097581317763
2023-09-18,non-censoring,92.16670079868933
2023-09-18,censoring,7.83329920131067
2023-09-19,non-censoring,92.55002565418164
2023-09-19,censoring,7.449974345818368
2023-09-20,non-censoring,92.36111111111111
2023-09-20,censoring,7.638888888888889
2023-09-21,non-censoring,92.78069466882067
2023-09-21,censoring,7.219305331179321
2023-09-22,non-censoring,93.26778368616434
2023-09-22,censoring,6.732216313835658
2023-09-23,non-censoring,93.36287746057921
2023-09-23,censoring,6.6371225394207976
2023-09-24,non-censoring,92.53129641417355
2023-09-24,censoring,7.468703585826438
2023-09-25,non-censoring,92.58094938698522
2023-09-25,censoring,7.419050613014775
2023-09-26,non-censoring,93.19170984455958
2023-09-26,censoring,6.808290155440415
2023-09-27,non-censoring,92.90107895532923
2023-09-27,censoring,7.0989210446707665
2023-09-28,non-censoring,93.17113064812922
2023-09-28,censoring,6.828869351870782
2023-09-29,non-censoring,93.28552125558673
2023-09-29,censoring,6.714478744413263
2023-09-30,non-censoring,93.65128205128205
2023-09-30,censoring,6.348717948717948
2023-10-01,non-censoring,93.28914664457332
2023-10-01,censoring,6.7108533554266785
2023-10-02,non-censoring,93.14911366006257
2023-10-02,censoring,6.850886339937434
2023-10-03,non-censoring,93.13435776201734
2023-10-03,censoring,6.865642237982664
2023-10-04,non-censoring,91.69024415802159
2023-10-04,censoring,8.309755841978413
2023-10-05,non-censoring,91.40130803044923
2023-10-05,censoring,8.598691969550766
2023-10-06,non-censoring,92.74869943730756
2023-10-06,censoring,7.251300562692429
2023-10-07,non-censoring,91.80692283264528
2023-10-07,censoring,8.193077167354716
2023-10-08,non-censoring,91.69442355216503
2023-10-08,censoring,8.305576447834962
2023-10-09,non-censoring,92.5984251968504
2023-10-09,censoring,7.4015748031496065
2023-10-10,non-censoring,92.45536175043864
2023-10-10,censoring,7.544638249561358
2023-10-11,non-censoring,92.82062207072859
2023-10-11,censoring,7.179377929271411
2023-10-12,non-censoring,93.04347826086956
2023-10-12,censoring,6.956521739130435
2023-10-13,non-censoring,92.48159831756047
2023-10-13,censoring,7.518401682439538
2023-10-14,non-censoring,92.85340039819762
2023-10-14,censoring,7.146599601802368
2023-10-15,non-censoring,92.80042350449975
2023-10-15,censoring,7.199576495500265
2023-10-16,non-censoring,92.94996418704594
2023-10-16,censoring,7.050035812954057
2023-10-17,non-censoring,92.69382664726668
2023-10-17,censoring,7.306173352733319
2023-10-18,non-censoring,92.1770179614802
2023-10-18,censoring,7.8229820385198
2023-10-19,non-censoring,92.56828287105652
2023-10-19,censoring,7.431717128943468
2023-10-20,non-censoring,92.7921330683126
2023-10-20,censoring,7.207866931687415
2023-10-21,non-censoring,92.25638353309014
2023-10-21,censoring,7.743616466909849
2023-10-22,non-censoring,91.63094727818259
2023-10-22,censoring,8.369052721817402
2023-10-23,non-censoring,91.01918336727039
2023-10-23,censoring,8.980816632729612
2023-10-24,non-censoring,92.07952370827131
2023-10-24,censoring,7.920476291728685
2023-10-25,non-censoring,92.35438185496753
2023-10-25,censoring,7.645618145032477
2023-10-26,non-censoring,91.83454779254178
2023-10-26,censoring,8.165452207458209
2023-10-27,non-censoring,92.18213951554216
2023-10-27,censoring,7.817860484457843
2023-10-28,non-censoring,90.87827426810478
2023-10-28,censoring,9.121725731895223
2023-10-29,non-censoring,91.37750836120402
2023-10-29,censoring,8.622491638795987
2023-10-30,non-censoring,92.46653522880564
2023-10-30,censoring,7.533464771194355
2023-10-31,non-censoring,92.19176696672397
2023-10-31,censoring,7.808233033276019
2023-11-01,non-censoring,91.98409376308079
2023-11-01,censoring,8.015906236919212
2023-11-02,non-censoring,91.74589907010761
2023-11-02,censoring,8.254100929892383
2023-11-03,non-censoring,89.66292134831461
2023-11-03,censoring,10.337078651685392
2023-11-04,non-censoring,88.90255149093144
2023-11-04,censoring,11.097448509068553
2023-11-05,non-censoring,88.29643488202889
2023-11-05,censoring,11.703565117971104
2023-11-06,non-censoring,89.01900359527478
2023-11-06,censoring,10.980996404725218
2023-11-07,non-censoring,89.35974675788829
2023-11-07,censoring,10.640253242111712
2023-11-08,non-censoring,88.67261964482793
2023-11-08,censoring,11.327380355172068
2023-11-09,non-censoring,88.58627858627858
2023-11-09,censoring,11.413721413721415
2023-11-10,non-censoring,88.87423935091277
2023-11-10,censoring,11.125760649087221
2023-11-11,non-censoring,88.83290488431876
2023-11-11,censoring,11.167095115681235
2023-11-12,non-censoring,87.8094399823963
2023-11-12,censoring,12.190560017603696
2023-11-13,non-censoring,87.63730105357543
2023-11-13,censoring,12.362698946424569
2023-11-14,non-censoring,87.99479449083614
2023-11-14,censoring,12.005205509163865
2023-11-15,non-censoring,87.29269632070292
2023-11-15,censoring,12.707303679297087
2023-11-16,non-censoring,87.89643211100099
2023-11-16,censoring,12.10356788899901
2023-11-17,non-censoring,89.83230736573977
2023-11-17,censoring,10.167692634260241
2023-11-18,non-censoring,89.31476323119777
2023-11-18,censoring,10.685236768802229
2023-11-19,non-censoring,88.7626406090217
2023-11-19,censoring,11.237359390978298
2023-11-20,non-censoring,89.69499887867235
2023-11-20,censoring,10.305001121327653
2023-11-21,non-censoring,89.36334547059472
2023-11-21,censoring,10.636654529405275
2023-11-22,non-censoring,89.4032348020078
2023-11-22,censoring,10.596765197992191
2023-11-23,non-censoring,89.56210708866249
2023-11-23,censoring,10.437892911337524
2023-11-24,non-censoring,89.51983745054005
2023-11-24,censoring,10.480162549459951
2023-11-25,non-censoring,89.64254952627046
2023-11-25,censoring,10.357450473729543
2023-11-26,non-censoring,90.20176003434214
2023-11-26,censoring,9.798239965657867
2023-11-27,non-censoring,89.43730424451884
2023-11-27,censoring,10.562695755481153
2023-11-28,non-censoring,89.71752621442329
2023-11-28,censoring,10.282473785576718
2023-11-29,non-censoring,90.56564172525974
2023-11-29,censoring,9.434358274740266
2023-11-30,non-censoring,89.66684871654833
2023-11-30,censoring,10.333151283451667
2023-12-01,non-censoring,90.05417118093175
2023-12-01,censoring,9.945828819068256
2023-12-02,non-censoring,89.52995977133178
2023-12-02,censoring,10.47004022866822
2023-12-03,non-censoring,90.27896995708154
2023-12-03,censoring,9.721030042918455
2023-12-04,non-censoring,89.90654205607477
2023-12-04,censoring,10.093457943925234
2023-12-05,non-censoring,89.23373287671232
2023-12-05,censoring,10.76626712328767
2023-12-06,non-censoring,89.17508966416693
2023-12-06,censoring,10.824910335833062
2023-12-07,non-censoring,89.41945490804343
2023-12-07,censoring,10.58054509195657
2023-12-08,non-censoring,88.81946728049984
2023-12-08,censoring,11.180532719500166
2023-12-09,non-censoring,89.94703156036195
2023-12-09,censoring,10.052968439638049
2023-12-10,non-censoring,89.54802259887006
2023-12-10,censoring,10.451977401129943
2023-12-11,non-censoring,90.72012721490232
2023-12-11,censoring,9.279872785097682
2023-12-12,non-censoring,89.27177428348388
2023-12-12,censoring,10.728225716516114
2023-12-13,non-censoring,90.0211840784926
2023-12-13,censoring,9.978815921507413
2023-12-14,non-censoring,90.5767757469629
2023-12-14,censoring,9.423224253037102
2023-12-15,non-censoring,89.87813134732566
2023-12-15,censoring,10.12186865267434
2023-12-16,non-censoring,89.20829952474789
2023-12-16,censoring,10.791700475252116
2023-12-17,non-censoring,89.37950267255404
2023-12-17,censoring,10.62049732744597
2023-12-18,non-censoring,89.11953352769679
2023-12-18,censoring,10.880466472303208
2023-12-19,non-censoring,90.20011435105775
2023-12-19,censoring,9.799885648942253
2023-12-20,non-censoring,89.66639544344997
2023-12-20,censoring,10.333604556550041
2023-12-21,non-censoring,89.46012413631573
2023-12-21,censoring,10.539875863684273
2023-12-22,non-censoring,90.21086111438332
2023-12-22,censoring,9.78913888561668
2023-12-23,non-censoring,89.78085081448494
2023-12-23,censoring,10.21914918551506
