date,censoring,Share_of_Blocks
2023-08-03,censoring,7.09030813519565
2023-08-04,non-censoring,92.32250028309365
2023-08-04,censoring,7.677499716906352
2023-08-05,non-censoring,92.69256089532587
2023-08-05,censoring,7.307439104674128
2023-08-06,non-censoring,92.80000000000001
2023-08-06,censoring,7.199999999999999
2023-08-07,non-censoring,93.4245696567946
2023-08-07,censoring,6.575430343205389
2023-08-08,non-censoring,92.20918971268696
2023-08-08,censoring,7.790810287313031
2023-08-09,non-censoring,92.33380790712957
2023-08-09,censoring,7.666192092870442
2023-08-10,non-censoring,93.40998615990631
2023-08-10,censoring,6.590013840093686
2023-08-11,non-censoring,92.29789942711648
2023-08-11,censoring,7.702100572883514
2023-08-12,non-censoring,93.4050859976786
2023-08-12,censoring,6.59491400232141
2023-08-13,non-censoring,93.14579615828697
2023-08-13,censoring,6.854203841713026
2023-08-14,non-censoring,93.37496031326066
2023-08-14,censoring,6.625039686739337
2023-08-15,non-censoring,93.77159007641579
2023-08-15,censoring,6.2284099235842145
2023-08-16,non-censoring,93.86802461277318
2023-08-16,censoring,6.131975387226819
2023-08-17,non-censoring,92.62155388471179
2023-08-17,censoring,7.37844611528822
2023-08-18,non-censoring,92.95163081894376
2023-08-18,censoring,7.048369181056245
2023-08-19,non-censoring,93.00841017326984
2023-08-19,censoring,6.9915898267301655
2023-08-20,non-censoring,92.53998434179623
2023-08-20,censoring,7.460015658203781
2023-08-21,non-censoring,93.53557639271925
2023-08-21,censoring,6.46442360728075
2023-08-22,non-censoring,93.3968058968059
2023-08-22,censoring,6.603194103194103
2023-08-23,non-censoring,93.51578947368421
2023-08-23,censoring,6.484210526315789
2023-08-24,non-censoring,92.79446681119026
2023-08-24,censoring,7.205533188809746
2023-08-25,non-censoring,92.25493299567373
2023-08-25,censoring,7.745067004326264
2023-08-26,non-censoring,92.28832231665093
