date,censoring,Share_of_Blocks
2023-08-28,non-censoring,32.744641566990445
2023-08-28,censoring,67.25535843300955
2023-08-29,non-censoring,30.500038287770888
2023-08-29,censoring,69.49996171222912
2023-08-30,non-censoring,28.5595084578624
2023-08-30,censoring,71.4404915421376
2023-08-31,non-censoring,26.536989297711116
2023-08-31,censoring,73.46301070228888
2023-09-01,non-censoring,33.69221025965801
2023-09-01,censoring,66.30778974034199
2023-09-02,non-censoring,30.74032619123761
2023-09-02,censoring,69.25967380876239
2023-09-03,non-censoring,33.285634788138964
2023-09-03,censoring,66.71436521186104
2023-09-04,non-censoring,35.64340459862848
2023-09-04,censoring,64.35659540137152
2023-09-05,non-censoring,30.793027993661816
2023-09-05,censoring,69.20697200633819
2023-09-06,non-censoring,38.02122820318423
2023-09-06,censoring,61.97877179681577
2023-09-07,non-censoring,32.86821705426357
2023-09-07,censoring,67.13178294573643
2023-09-08,non-censoring,31.669218989280246
2023-09-08,censoring,68.33078101071976
2023-09-09,non-censoring,29.200490120998623
2023-09-09,censoring,70.79950987900138
2023-09-10,non-censoring,38.87809616318601
2023-09-10,censoring,61.121903836813985
2023-09-11,non-censoring,34.26676492262343
2023-09-11,censoring,65.73323507737656
2023-09-12,non-censoring,32.00533291506549
2023-09-12,censoring,67.99466708493452
2023-09-13,non-censoring,27.160686427457097
2023-09-13,censoring,72.83931357254289
2023-09-14,non-censoring,32.00319233838787
2023-09-14,censoring,67.99680766161214
2023-09-15,non-censoring,30.905963302752294
2023-09-15,censoring,69.0940366972477
2023-09-16,non-censoring,33.18616039174761
2023-09-16,censoring,66.8138396082524
2023-09-17,non-censoring,31.95901242536711
2023-09-17,censoring,68.04098757463288
2023-09-18,non-censoring,31.50104016642663
2023-09-18,censoring,68.49895983357337
2023-09-19,non-censoring,34.00806451612903
2023-09-19,censoring,65.99193548387096
2023-09-20,non-censoring,32.279453384005826
2023-09-20,censoring,67.72054661599418
2023-09-21,non-censoring,34.58261006785545
2023-09-21,censoring,65.41738993214454
2023-09-22,non-censoring,29.727400908663636
2023-09-22,censoring,70.27259909133636
2023-09-23,non-censoring,32.28078505856284
2023-09-23,censoring,67.71921494143717
2023-09-24,non-censoring,38.695293146160196
2023-09-24,censoring,61.3047068538398
2023-09-25,non-censoring,37.874459227818136
2023-09-25,censoring,62.125540772181864
2023-09-26,non-censoring,33.651703279210444
2023-09-26,censoring,66.34829672078956
2023-09-27,non-censoring,32.94977452962215
2023-09-27,censoring,67.05022547037785
2023-09-28,non-censoring,32.77896570840263
2023-09-28,censoring,67.22103429159738
2023-09-29,non-censoring,27.906034831915754
2023-09-29,censoring,72.09396516808424
2023-09-30,non-censoring,25.741457124435847
2023-09-30,censoring,74.25854287556415
2023-10-01,non-censoring,29.49979991996799
2023-10-01,censoring,70.50020008003202
2023-10-02,non-censoring,27.602612692524797
2023-10-02,censoring,72.3973873074752
2023-10-03,non-censoring,19.750740937761226
2023-10-03,censoring,80.24925906223878
2023-10-04,non-censoring,31.547619047619047
2023-10-04,censoring,68.45238095238095
2023-10-05,non-censoring,33.787578460521964
2023-10-05,censoring,66.21242153947803
2023-10-06,non-censoring,34.699408672798945
2023-10-06,censoring,65.30059132720105
2023-10-07,non-censoring,34.97133497133497
2023-10-07,censoring,65.02866502866503
2023-10-08,non-censoring,40.13940139401394
2023-10-08,censoring,59.86059860598606
2023-10-09,non-censoring,37.63263963148803
2023-10-09,censoring,62.36736036851197
2023-10-10,non-censoring,27.75596733668342
2023-10-10,censoring,72.24403266331659
2023-10-11,non-censoring,29.62597616111796
2023-10-11,censoring,70.37402383888204
2023-10-12,non-censoring,24.967689822294023
2023-10-12,censoring,75.03231017770598
2023-10-13,non-censoring,30.515644955300125
2023-10-13,censoring,69.48435504469987
2023-10-14,non-censoring,30.542029216891514
2023-10-14,censoring,69.45797078310848
2023-10-15,non-censoring,32.31356000973789
2023-10-15,censoring,67.68643999026212
2023-10-16,non-censoring,29.2238876245782
2023-10-16,censoring,70.77611237542179
2023-10-17,non-censoring,26.929755327545386
2023-10-17,censoring,73.07024467245462
2023-10-18,non-censoring,30.213706705969052
2023-10-18,censoring,69.78629329403095
2023-10-19,non-censoring,29.70949629750183
2023-10-19,censoring,70.29050370249817
2023-10-20,non-censoring,28.94673608329996
2023-10-20,censoring,71.05326391670003
2023-10-21,non-censoring,28.78240377062058
2023-10-21,censoring,71.21759622937942
2023-10-22,non-censoring,29.45672721295307
2023-10-22,censoring,70.54327278704693
2023-10-23,non-censoring,27.008435017607074
2023-10-23,censoring,72.99156498239292
2023-10-24,non-censoring,21.521578904266644
2023-10-24,censoring,78.47842109573335
2023-10-25,non-censoring,18.986830411246665
2023-10-25,censoring,81.01316958875333
2023-10-26,non-censoring,22.520325203252032
2023-10-26,censoring,77.47967479674797
2023-10-27,non-censoring,20.387893954797843
2023-10-27,censoring,79.61210604520215
2023-10-28,non-censoring,23.359786281134596
2023-10-28,censoring,76.6402137188654
2023-10-29,non-censoring,31.110220440881765
2023-10-29,censoring,68.88977955911824
2023-10-30,non-censoring,27.371572644185317
2023-10-30,censoring,72.62842735581468
2023-10-31,non-censoring,33.53023472718794
2023-10-31,censoring,66.46976527281207
2023-11-01,non-censoring,30.23385745071434
2023-11-01,censoring,69.76614254928566
2023-11-02,non-censoring,28.15142972211035
2023-11-02,censoring,71.84857027788965
2023-11-03,non-censoring,26.699258791988644
2023-11-03,censoring,73.30074120801136
2023-11-04,non-censoring,26.38582677165354
2023-11-04,censoring,73.61417322834646
2023-11-05,non-censoring,28.822593476531424
2023-11-05,censoring,71.17740652346858
2023-11-06,non-censoring,23.12165619911607
2023-11-06,censoring,76.87834380088393
2023-11-07,non-censoring,26.984126984126984
2023-11-07,censoring,73.01587301587301
2023-11-08,non-censoring,29.804522805672672
2023-11-08,censoring,70.19547719432732
2023-11-09,non-censoring,31.763879128601545
2023-11-09,censoring,68.23612087139846
2023-11-10,non-censoring,21.262896594523312
2023-11-10,censoring,78.73710340547669
2023-11-11,non-censoring,22.89471599461301
2023-11-11,censoring,77.10528400538699
2023-11-12,non-censoring,23.608445297504797
2023-11-12,censoring,76.3915547024952
2023-11-13,non-censoring,25.935603506405936
2023-11-13,censoring,74.06439649359406
2023-11-14,non-censoring,22.980398589354547
2023-11-14,censoring,77.01960141064545
2023-11-15,non-censoring,25.370539041152607
2023-11-15,censoring,74.62946095884739
2023-11-16,non-censoring,22.75286170013136
2023-11-16,censoring,77.24713829986865
2023-11-17,non-censoring,14.919098984771573
2023-11-17,censoring,85.08090101522842
2023-11-18,non-censoring,26.81406366885546
2023-11-18,censoring,73.18593633114455
2023-11-19,non-censoring,26.907563025210084
2023-11-19,censoring,73.09243697478992
2023-11-20,non-censoring,29.20212317802679
2023-11-20,censoring,70.7978768219732
2023-11-21,non-censoring,28.866064092029582
2023-11-21,censoring,71.13393590797041
2023-11-22,non-censoring,25.953310625571156
2023-11-22,censoring,74.04668937442884
2023-11-23,non-censoring,29.296938279604728
2023-11-23,censoring,70.70306172039527
2023-11-24,non-censoring,31.125722886793948
2023-11-24,censoring,68.87427711320605
2023-11-25,non-censoring,29.02809170164676
2023-11-25,censoring,70.97190829835324
2023-11-26,non-censoring,27.96227631791069
2023-11-26,censoring,72.03772368208932
2023-11-27,non-censoring,29.511400651465795
2023-11-27,censoring,70.4885993485342
2023-11-28,non-censoring,30.981742472773867
2023-11-28,censoring,69.01825752722614
2023-11-29,non-censoring,33.937514905795375
2023-11-29,censoring,66.06248509420463
2023-11-30,non-censoring,37.5751665854055
2023-11-30,censoring,62.4248334145945
2023-12-01,non-censoring,38.245727184779106
2023-12-01,censoring,61.7542728152209
2023-12-02,non-censoring,29.92445328031809
2023-12-02,censoring,70.07554671968191
2023-12-03,non-censoring,24.157210985035356
2023-12-03,censoring,75.84278901496464
2023-12-04,non-censoring,41.05630293971101
2023-12-04,censoring,58.94369706028899
2023-12-05,non-censoring,30.726711103885545
2023-12-05,censoring,69.27328889611445
2023-12-06,non-censoring,33.5092134101794
2023-12-06,censoring,66.4907865898206
2023-12-07,non-censoring,34.373950990265186
2023-12-07,censoring,65.62604900973481
2023-12-08,non-censoring,35.44008660171538
2023-12-08,censoring,64.55991339828462
2023-12-09,non-censoring,33.824391060517286
2023-12-09,censoring,66.17560893948271
2023-12-10,non-censoring,32.535885167464116
2023-12-10,censoring,67.46411483253588
2023-12-11,non-censoring,37.136294027565086
2023-12-11,censoring,62.863705972434914
2023-12-12,non-censoring,31.38186973563506
2023-12-12,censoring,68.61813026436494
2023-12-13,non-censoring,38.93571310527186
2023-12-13,censoring,61.06428689472815
2023-12-14,non-censoring,40.977536410762774
2023-12-14,censoring,59.022463589237226
2023-12-15,non-censoring,38.27484143763213
2023-12-15,censoring,61.72515856236787
2023-12-16,non-censoring,41.15808663946523
2023-12-16,censoring,58.84191336053477
2023-12-17,non-censoring,42.71453590192644
2023-12-17,censoring,57.28546409807356
2023-12-18,non-censoring,41.23576953158947
2023-12-18,censoring,58.76423046841053
2023-12-19,non-censoring,42.082908596670066
2023-12-19,censoring,57.917091403329934
2023-12-20,non-censoring,45.67099567099567
2023-12-20,censoring,54.32900432900433
2023-12-21,non-censoring,46.901811248808386
2023-12-21,censoring,53.098188751191614
2023-12-22,non-censoring,39.24834321590513
2023-12-22,censoring,60.75165678409488
2023-12-23,non-censoring,37.48293515358362
2023-12-23,censoring,62.51706484641638
2023-12-24,non-censoring,28.644501278772378
2023-12-24,censoring,71.35549872122762
2023-12-25,non-censoring,24.984517384765105
2023-12-25,censoring,75.0154826152349
2023-12-26,non-censoring,28.15331641899239
2023-12-26,censoring,71.84668358100761
2023-12-27,non-censoring,28.369384359401
2023-12-27,censoring,71.630615640599
2023-12-28,non-censoring,29.428989751098094
2023-12-28,censoring,70.5710102489019
2023-12-29,non-censoring,25.880551301684534
2023-12-29,censoring,74.11944869831547
